"Transaction","Item"
101,"disk_octets_write_monthly_mean_delta=(-0.0153,0.0594]"
101,"disk_octets_read_monthly_mean_delta=(-0.0594,0.0197]"
101,"cpu_load_max_gradient=(-0.0235,0.00666]"
101,"disk_octets_read_max_gradient=(-0.00242,0.000457]"
101,"disk_octets_write_max_gradient=(-0.000909,0.0012]"
101,"disk_ops_read_max_gradient=(-0.0841,0.0246]"
101,"disk_ops_write_max_gradient=(-0.0384,0.018]"
101,"network_rx_max_gradient=(3.93e-05,0.00205]"
101,"network_tx_max_gradient=[-0.401,-0.00242]"
101,"is_churn=0"
102,"cpu_load_mean_m_3=(48.1,249]"
102,"disk_octets_read_mean_m_3=(4.52,185]"
102,"disk_octets_write_mean_m_3=(2.05,113]"
102,"disk_ops_read_mean_m_3=(196,3.06e+03]"
102,"disk_ops_write_mean_m_3=(48.5,2.1e+03]"
102,"network_rx_mean_m_3=(0.657,192]"
102,"network_tx_mean_m_3=(1.27,309]"
102,"cpu_load_monthly_mean_delta=(2.18,24.7]"
102,"network_tx_monthly_mean_delta=[-10.5,-0.0927]"
102,"network_rx_monthly_mean_delta=[-56.3,-0.0659]"
102,"disk_ops_read_monthly_mean_delta=[-2.06e+03,-3.84]"
102,"disk_ops_write_monthly_mean_delta=[-1.69e+03,-1.54]"
102,"disk_octets_write_monthly_mean_delta=[-9.15,-0.0153]"
102,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
102,"cpu_load_max_gradient=(0.0518,0.89]"
102,"disk_octets_read_max_gradient=[-1.02,-0.00242]"
102,"disk_octets_write_max_gradient=[-0.287,-0.000909]"
102,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
102,"disk_ops_write_max_gradient=[-50.4,-0.0384]"
102,"network_rx_max_gradient=[-1.59,-0.00237]"
102,"network_tx_max_gradient=[-0.401,-0.00242]"
102,"is_churn=0"
103,"cpu_load_mean_m_3=(8.91,21.3]"
103,"disk_octets_read_mean_m_3=[0,0.149]"
103,"disk_octets_write_mean_m_3=(0.525,1.05]"
103,"disk_ops_read_mean_m_3=[0,6.3]"
103,"disk_ops_write_mean_m_3=(8.28,17.2]"
103,"network_rx_mean_m_3=[0,0.109]"
103,"network_tx_mean_m_3=[0,0.0331]"
103,"cpu_load_monthly_mean_delta=[-95.4,-0.816]"
103,"network_tx_monthly_mean_delta=(-0.0927,-0.00194]"
103,"network_rx_monthly_mean_delta=(-0.0659,0.00219]"
103,"disk_ops_read_monthly_mean_delta=[-2.06e+03,-3.84]"
103,"disk_ops_write_monthly_mean_delta=(-1.54,0.591]"
103,"disk_octets_write_monthly_mean_delta=(-0.0153,0.0594]"
103,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
103,"cpu_load_max_gradient=[-2.69,-0.0235]"
103,"disk_octets_read_max_gradient=(-0.00242,0.000457]"
103,"disk_octets_write_max_gradient=(0.0012,0.00662]"
103,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
103,"disk_ops_write_max_gradient=(-0.0384,0.018]"
103,"network_rx_max_gradient=(3.93e-05,0.00205]"
103,"network_tx_max_gradient=(-0.00242,-3.81e-05]"
103,"is_churn=1"
104,"cpu_load_mean_m_3=(48.1,249]"
104,"disk_octets_read_mean_m_3=(4.52,185]"
104,"disk_octets_write_mean_m_3=(2.05,113]"
104,"disk_ops_read_mean_m_3=(196,3.06e+03]"
104,"disk_ops_write_mean_m_3=(8.28,17.2]"
104,"network_rx_mean_m_3=[0,0.109]"
104,"network_tx_mean_m_3=(0.0331,0.231]"
104,"cpu_load_monthly_mean_delta=[-95.4,-0.816]"
104,"network_tx_monthly_mean_delta=(-0.0927,-0.00194]"
104,"network_rx_monthly_mean_delta=(-0.0659,0.00219]"
104,"disk_ops_read_monthly_mean_delta=(-3.84,0.852]"
104,"disk_ops_write_monthly_mean_delta=(-1.54,0.591]"
104,"disk_octets_write_monthly_mean_delta=[-9.15,-0.0153]"
104,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
104,"cpu_load_max_gradient=[-2.69,-0.0235]"
104,"disk_octets_read_max_gradient=[-1.02,-0.00242]"
104,"disk_octets_write_max_gradient=[-0.287,-0.000909]"
104,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
104,"disk_ops_write_max_gradient=(-0.0384,0.018]"
104,"network_rx_max_gradient=(-0.00237,3.93e-05]"
104,"network_tx_max_gradient=[-0.401,-0.00242]"
104,"is_churn=0"
105,"cpu_load_mean_m_3=(21.3,48.1]"
105,"disk_octets_read_mean_m_3=(4.52,185]"
105,"disk_octets_write_mean_m_3=(2.05,113]"
105,"disk_ops_read_mean_m_3=(196,3.06e+03]"
105,"disk_ops_write_mean_m_3=(48.5,2.1e+03]"
105,"network_rx_mean_m_3=(0.657,192]"
105,"network_tx_mean_m_3=(1.27,309]"
105,"cpu_load_monthly_mean_delta=(2.18,24.7]"
105,"network_tx_monthly_mean_delta=(0.0454,13.9]"
105,"network_rx_monthly_mean_delta=(0.1,22]"
105,"disk_ops_read_monthly_mean_delta=[-2.06e+03,-3.84]"
105,"disk_ops_write_monthly_mean_delta=(-1.54,0.591]"
105,"disk_octets_write_monthly_mean_delta=(0.252,17.1]"
105,"disk_octets_read_monthly_mean_delta=(0.3,38.6]"
105,"cpu_load_max_gradient=(0.0518,0.89]"
105,"disk_octets_read_max_gradient=(0.0087,1.74]"
105,"disk_octets_write_max_gradient=(0.00662,0.548]"
105,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
105,"disk_ops_write_max_gradient=(0.103,6.43]"
105,"network_rx_max_gradient=(0.00205,0.686]"
105,"network_tx_max_gradient=(0.000995,0.676]"
105,"is_churn=0"
106,"cpu_load_mean_m_3=[0.349,8.91]"
106,"disk_octets_read_mean_m_3=[0,0.149]"
106,"disk_octets_write_mean_m_3=[0,0.525]"
106,"disk_ops_read_mean_m_3=[0,6.3]"
106,"disk_ops_write_mean_m_3=[0,8.28]"
106,"network_rx_mean_m_3=[0,0.109]"
106,"network_tx_mean_m_3=[0,0.0331]"
106,"cpu_load_monthly_mean_delta=(-0.816,0.365]"
106,"network_tx_monthly_mean_delta=(-0.00194,0.0454]"
106,"network_rx_monthly_mean_delta=(0.00219,0.1]"
106,"disk_ops_read_monthly_mean_delta=(-3.84,0.852]"
106,"disk_ops_write_monthly_mean_delta=(-1.54,0.591]"
106,"disk_octets_write_monthly_mean_delta=(-0.0153,0.0594]"
106,"disk_octets_read_monthly_mean_delta=(-0.0594,0.0197]"
106,"cpu_load_max_gradient=(-0.0235,0.00666]"
106,"disk_octets_read_max_gradient=(-0.00242,0.000457]"
106,"disk_octets_write_max_gradient=(-0.000909,0.0012]"
106,"disk_ops_read_max_gradient=(-0.0841,0.0246]"
106,"disk_ops_write_max_gradient=(-0.0384,0.018]"
106,"network_rx_max_gradient=(3.93e-05,0.00205]"
106,"network_tx_max_gradient=(-3.81e-05,0.000995]"
106,"is_churn=0"
107,"cpu_load_mean_m_3=(48.1,249]"
107,"disk_octets_read_mean_m_3=(4.52,185]"
107,"disk_octets_write_mean_m_3=(1.05,2.05]"
107,"disk_ops_read_mean_m_3=(196,3.06e+03]"
107,"disk_ops_write_mean_m_3=(48.5,2.1e+03]"
107,"network_rx_mean_m_3=(0.336,0.657]"
107,"network_tx_mean_m_3=(1.27,309]"
107,"cpu_load_monthly_mean_delta=[-95.4,-0.816]"
107,"network_tx_monthly_mean_delta=(0.0454,13.9]"
107,"network_rx_monthly_mean_delta=(0.00219,0.1]"
107,"disk_ops_read_monthly_mean_delta=[-2.06e+03,-3.84]"
107,"disk_ops_write_monthly_mean_delta=(3.95,163]"
107,"disk_octets_write_monthly_mean_delta=(0.0594,0.252]"
107,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
107,"cpu_load_max_gradient=[-2.69,-0.0235]"
107,"disk_octets_read_max_gradient=[-1.02,-0.00242]"
107,"disk_octets_write_max_gradient=[-0.287,-0.000909]"
107,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
107,"disk_ops_write_max_gradient=(0.103,6.43]"
107,"network_rx_max_gradient=(3.93e-05,0.00205]"
107,"network_tx_max_gradient=[-0.401,-0.00242]"
107,"is_churn=0"
108,"cpu_load_mean_m_3=(48.1,249]"
108,"disk_octets_read_mean_m_3=(4.52,185]"
108,"disk_octets_write_mean_m_3=(2.05,113]"
108,"disk_ops_read_mean_m_3=(196,3.06e+03]"
108,"disk_ops_write_mean_m_3=(48.5,2.1e+03]"
108,"network_rx_mean_m_3=(0.657,192]"
108,"network_tx_mean_m_3=(1.27,309]"
108,"cpu_load_monthly_mean_delta=(2.18,24.7]"
108,"network_tx_monthly_mean_delta=(0.0454,13.9]"
108,"network_rx_monthly_mean_delta=(-0.0659,0.00219]"
108,"disk_ops_read_monthly_mean_delta=(12.2,701]"
108,"disk_ops_write_monthly_mean_delta=(3.95,163]"
108,"disk_octets_write_monthly_mean_delta=(0.252,17.1]"
108,"disk_octets_read_monthly_mean_delta=(0.3,38.6]"
108,"cpu_load_max_gradient=(0.0518,0.89]"
108,"disk_octets_read_max_gradient=(0.0087,1.74]"
108,"disk_octets_write_max_gradient=(0.00662,0.548]"
108,"disk_ops_read_max_gradient=(0.36,18.8]"
108,"disk_ops_write_max_gradient=(0.103,6.43]"
108,"network_rx_max_gradient=(-0.00237,3.93e-05]"
108,"network_tx_max_gradient=(0.000995,0.676]"
108,"is_churn=0"
109,"cpu_load_mean_m_3=[0.349,8.91]"
109,"disk_octets_read_mean_m_3=(0.149,1.22]"
109,"disk_octets_write_mean_m_3=(1.05,2.05]"
109,"disk_ops_read_mean_m_3=(6.3,48.5]"
109,"disk_ops_write_mean_m_3=[0,8.28]"
109,"network_rx_mean_m_3=[0,0.109]"
109,"network_tx_mean_m_3=(1.27,309]"
109,"cpu_load_monthly_mean_delta=[-95.4,-0.816]"
109,"network_tx_monthly_mean_delta=(0.0454,13.9]"
109,"network_rx_monthly_mean_delta=[-56.3,-0.0659]"
109,"disk_ops_read_monthly_mean_delta=(12.2,701]"
109,"disk_ops_write_monthly_mean_delta=(-1.54,0.591]"
109,"disk_octets_write_monthly_mean_delta=(0.252,17.1]"
109,"disk_octets_read_monthly_mean_delta=(0.3,38.6]"
109,"cpu_load_max_gradient=[-2.69,-0.0235]"
109,"disk_octets_read_max_gradient=(0.0087,1.74]"
109,"disk_octets_write_max_gradient=(0.0012,0.00662]"
109,"disk_ops_read_max_gradient=(0.0246,0.36]"
109,"disk_ops_write_max_gradient=[-50.4,-0.0384]"
109,"network_rx_max_gradient=[-1.59,-0.00237]"
109,"network_tx_max_gradient=(0.000995,0.676]"
109,"is_churn=1"
110,"cpu_load_mean_m_3=[0.349,8.91]"
110,"disk_octets_read_mean_m_3=[0,0.149]"
110,"disk_octets_write_mean_m_3=[0,0.525]"
110,"disk_ops_read_mean_m_3=[0,6.3]"
110,"disk_ops_write_mean_m_3=[0,8.28]"
110,"network_rx_mean_m_3=[0,0.109]"
110,"network_tx_mean_m_3=[0,0.0331]"
110,"cpu_load_monthly_mean_delta=(-0.816,0.365]"
110,"network_tx_monthly_mean_delta=(-0.00194,0.0454]"
110,"network_rx_monthly_mean_delta=(-0.0659,0.00219]"
110,"disk_ops_read_monthly_mean_delta=(-3.84,0.852]"
110,"disk_ops_write_monthly_mean_delta=(-1.54,0.591]"
110,"disk_octets_write_monthly_mean_delta=(-0.0153,0.0594]"
110,"disk_octets_read_monthly_mean_delta=(-0.0594,0.0197]"
110,"cpu_load_max_gradient=(-0.0235,0.00666]"
110,"disk_octets_read_max_gradient=(-0.00242,0.000457]"
110,"disk_octets_write_max_gradient=(-0.000909,0.0012]"
110,"disk_ops_read_max_gradient=(-0.0841,0.0246]"
110,"disk_ops_write_max_gradient=(-0.0384,0.018]"
110,"network_rx_max_gradient=(-0.00237,3.93e-05]"
110,"network_tx_max_gradient=(-3.81e-05,0.000995]"
110,"is_churn=1"
111,"cpu_load_mean_m_3=(8.91,21.3]"
111,"disk_octets_read_mean_m_3=(0.149,1.22]"
111,"disk_octets_write_mean_m_3=(0.525,1.05]"
111,"disk_ops_read_mean_m_3=(48.5,196]"
111,"disk_ops_write_mean_m_3=(8.28,17.2]"
111,"network_rx_mean_m_3=(0.109,0.336]"
111,"network_tx_mean_m_3=(0.0331,0.231]"
111,"cpu_load_monthly_mean_delta=(2.18,24.7]"
111,"network_tx_monthly_mean_delta=[-10.5,-0.0927]"
111,"network_rx_monthly_mean_delta=[-56.3,-0.0659]"
111,"disk_ops_read_monthly_mean_delta=[-2.06e+03,-3.84]"
111,"disk_ops_write_monthly_mean_delta=[-1.69e+03,-1.54]"
111,"disk_octets_write_monthly_mean_delta=[-9.15,-0.0153]"
111,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
111,"cpu_load_max_gradient=(0.0518,0.89]"
111,"disk_octets_read_max_gradient=(-0.00242,0.000457]"
111,"disk_octets_write_max_gradient=[-0.287,-0.000909]"
111,"disk_ops_read_max_gradient=(0.0246,0.36]"
111,"disk_ops_write_max_gradient=[-50.4,-0.0384]"
111,"network_rx_max_gradient=[-1.59,-0.00237]"
111,"network_tx_max_gradient=[-0.401,-0.00242]"
111,"is_churn=1"
112,"cpu_load_mean_m_3=[0.349,8.91]"
112,"disk_octets_read_mean_m_3=[0,0.149]"
112,"disk_octets_write_mean_m_3=[0,0.525]"
112,"disk_ops_read_mean_m_3=[0,6.3]"
112,"disk_ops_write_mean_m_3=[0,8.28]"
112,"network_rx_mean_m_3=[0,0.109]"
112,"network_tx_mean_m_3=[0,0.0331]"
112,"cpu_load_monthly_mean_delta=[-95.4,-0.816]"
112,"network_tx_monthly_mean_delta=[-10.5,-0.0927]"
112,"network_rx_monthly_mean_delta=[-56.3,-0.0659]"
112,"disk_ops_read_monthly_mean_delta=[-2.06e+03,-3.84]"
112,"disk_ops_write_monthly_mean_delta=[-1.69e+03,-1.54]"
112,"disk_octets_write_monthly_mean_delta=[-9.15,-0.0153]"
112,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
112,"cpu_load_max_gradient=[-2.69,-0.0235]"
112,"disk_octets_read_max_gradient=[-1.02,-0.00242]"
112,"disk_octets_write_max_gradient=[-0.287,-0.000909]"
112,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
112,"disk_ops_write_max_gradient=[-50.4,-0.0384]"
112,"network_rx_max_gradient=[-1.59,-0.00237]"
112,"network_tx_max_gradient=[-0.401,-0.00242]"
112,"is_churn=1"
113,"cpu_load_mean_m_3=(21.3,48.1]"
113,"disk_octets_read_mean_m_3=(1.22,4.52]"
113,"disk_octets_write_mean_m_3=(2.05,113]"
113,"disk_ops_read_mean_m_3=(196,3.06e+03]"
113,"disk_ops_write_mean_m_3=(48.5,2.1e+03]"
113,"network_rx_mean_m_3=(0.657,192]"
113,"network_tx_mean_m_3=(0.231,1.27]"
113,"cpu_load_monthly_mean_delta=[-95.4,-0.816]"
113,"network_tx_monthly_mean_delta=[-10.5,-0.0927]"
113,"network_rx_monthly_mean_delta=[-56.3,-0.0659]"
113,"disk_ops_read_monthly_mean_delta=[-2.06e+03,-3.84]"
113,"disk_ops_write_monthly_mean_delta=[-1.69e+03,-1.54]"
113,"disk_octets_write_monthly_mean_delta=(0.252,17.1]"
113,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
113,"cpu_load_max_gradient=[-2.69,-0.0235]"
113,"disk_octets_read_max_gradient=[-1.02,-0.00242]"
113,"disk_octets_write_max_gradient=(0.00662,0.548]"
113,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
113,"disk_ops_write_max_gradient=(0.103,6.43]"
113,"network_rx_max_gradient=[-1.59,-0.00237]"
113,"network_tx_max_gradient=(-3.81e-05,0.000995]"
113,"is_churn=0"
114,"cpu_load_mean_m_3=(48.1,249]"
114,"disk_octets_read_mean_m_3=(1.22,4.52]"
114,"disk_octets_write_mean_m_3=(1.05,2.05]"
114,"disk_ops_read_mean_m_3=(48.5,196]"
114,"disk_ops_write_mean_m_3=(48.5,2.1e+03]"
114,"network_rx_mean_m_3=(0.657,192]"
114,"network_tx_mean_m_3=(0.231,1.27]"
114,"cpu_load_monthly_mean_delta=(0.365,2.18]"
114,"network_tx_monthly_mean_delta=[-10.5,-0.0927]"
114,"network_rx_monthly_mean_delta=(0.1,22]"
114,"disk_ops_read_monthly_mean_delta=[-2.06e+03,-3.84]"
114,"disk_ops_write_monthly_mean_delta=(-1.54,0.591]"
114,"disk_octets_write_monthly_mean_delta=(0.0594,0.252]"
114,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
114,"cpu_load_max_gradient=(0.00666,0.0518]"
114,"disk_octets_read_max_gradient=[-1.02,-0.00242]"
114,"disk_octets_write_max_gradient=(0.00662,0.548]"
114,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
114,"disk_ops_write_max_gradient=(-0.0384,0.018]"
114,"network_rx_max_gradient=(0.00205,0.686]"
114,"network_tx_max_gradient=[-0.401,-0.00242]"
114,"is_churn=1"
115,"cpu_load_mean_m_3=(48.1,249]"
115,"disk_octets_read_mean_m_3=(1.22,4.52]"
115,"disk_octets_write_mean_m_3=(1.05,2.05]"
115,"disk_ops_read_mean_m_3=(196,3.06e+03]"
115,"disk_ops_write_mean_m_3=(48.5,2.1e+03]"
115,"network_rx_mean_m_3=(0.109,0.336]"
115,"network_tx_mean_m_3=(1.27,309]"
115,"cpu_load_monthly_mean_delta=(2.18,24.7]"
115,"network_tx_monthly_mean_delta=(-0.00194,0.0454]"
115,"network_rx_monthly_mean_delta=(0.00219,0.1]"
115,"disk_ops_read_monthly_mean_delta=[-2.06e+03,-3.84]"
115,"disk_ops_write_monthly_mean_delta=[-1.69e+03,-1.54]"
115,"disk_octets_write_monthly_mean_delta=[-9.15,-0.0153]"
115,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
115,"cpu_load_max_gradient=[-2.69,-0.0235]"
115,"disk_octets_read_max_gradient=[-1.02,-0.00242]"
115,"disk_octets_write_max_gradient=[-0.287,-0.000909]"
115,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
115,"disk_ops_write_max_gradient=[-50.4,-0.0384]"
115,"network_rx_max_gradient=(3.93e-05,0.00205]"
115,"network_tx_max_gradient=(-0.00242,-3.81e-05]"
115,"is_churn=0"
116,"cpu_load_mean_m_3=(21.3,48.1]"
116,"disk_octets_read_mean_m_3=(1.22,4.52]"
116,"disk_octets_write_mean_m_3=(2.05,113]"
116,"disk_ops_read_mean_m_3=(48.5,196]"
116,"disk_ops_write_mean_m_3=(17.2,48.5]"
116,"network_rx_mean_m_3=(0.336,0.657]"
116,"network_tx_mean_m_3=(1.27,309]"
116,"cpu_load_monthly_mean_delta=(2.18,24.7]"
116,"network_tx_monthly_mean_delta=[-10.5,-0.0927]"
116,"network_rx_monthly_mean_delta=[-56.3,-0.0659]"
116,"disk_ops_read_monthly_mean_delta=[-2.06e+03,-3.84]"
116,"disk_ops_write_monthly_mean_delta=(0.591,3.95]"
116,"disk_octets_write_monthly_mean_delta=[-9.15,-0.0153]"
116,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
116,"cpu_load_max_gradient=(0.0518,0.89]"
116,"disk_octets_read_max_gradient=[-1.02,-0.00242]"
116,"disk_octets_write_max_gradient=[-0.287,-0.000909]"
116,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
116,"disk_ops_write_max_gradient=(0.018,0.103]"
116,"network_rx_max_gradient=[-1.59,-0.00237]"
116,"network_tx_max_gradient=(0.000995,0.676]"
116,"is_churn=0"
117,"cpu_load_mean_m_3=(8.91,21.3]"
117,"disk_octets_read_mean_m_3=(0.149,1.22]"
117,"disk_octets_write_mean_m_3=(1.05,2.05]"
117,"disk_ops_read_mean_m_3=(48.5,196]"
117,"disk_ops_write_mean_m_3=(8.28,17.2]"
117,"network_rx_mean_m_3=(0.336,0.657]"
117,"network_tx_mean_m_3=(0.0331,0.231]"
117,"cpu_load_monthly_mean_delta=(0.365,2.18]"
117,"network_tx_monthly_mean_delta=(-0.0927,-0.00194]"
117,"network_rx_monthly_mean_delta=(0.1,22]"
117,"disk_ops_read_monthly_mean_delta=[-2.06e+03,-3.84]"
117,"disk_ops_write_monthly_mean_delta=(0.591,3.95]"
117,"disk_octets_write_monthly_mean_delta=(0.0594,0.252]"
117,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
117,"cpu_load_max_gradient=(0.00666,0.0518]"
117,"disk_octets_read_max_gradient=[-1.02,-0.00242]"
117,"disk_octets_write_max_gradient=(0.0012,0.00662]"
117,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
117,"disk_ops_write_max_gradient=(0.018,0.103]"
117,"network_rx_max_gradient=(0.00205,0.686]"
117,"network_tx_max_gradient=(-0.00242,-3.81e-05]"
117,"is_churn=1"
118,"cpu_load_mean_m_3=[0.349,8.91]"
118,"disk_octets_read_mean_m_3=[0,0.149]"
118,"disk_octets_write_mean_m_3=[0,0.525]"
118,"disk_ops_read_mean_m_3=[0,6.3]"
118,"disk_ops_write_mean_m_3=[0,8.28]"
118,"network_rx_mean_m_3=[0,0.109]"
118,"network_tx_mean_m_3=(0.0331,0.231]"
118,"cpu_load_monthly_mean_delta=(2.18,24.7]"
118,"network_tx_monthly_mean_delta=(-0.00194,0.0454]"
118,"network_rx_monthly_mean_delta=(-0.0659,0.00219]"
118,"disk_ops_read_monthly_mean_delta=(-3.84,0.852]"
118,"disk_ops_write_monthly_mean_delta=(-1.54,0.591]"
118,"disk_octets_write_monthly_mean_delta=(-0.0153,0.0594]"
118,"disk_octets_read_monthly_mean_delta=(-0.0594,0.0197]"
118,"cpu_load_max_gradient=(0.0518,0.89]"
118,"disk_octets_read_max_gradient=(-0.00242,0.000457]"
118,"disk_octets_write_max_gradient=(-0.000909,0.0012]"
118,"disk_ops_read_max_gradient=(-0.0841,0.0246]"
118,"disk_ops_write_max_gradient=(-0.0384,0.018]"
118,"network_rx_max_gradient=(-0.00237,3.93e-05]"
118,"network_tx_max_gradient=(-3.81e-05,0.000995]"
118,"is_churn=0"
119,"cpu_load_mean_m_3=(48.1,249]"
119,"disk_octets_read_mean_m_3=(1.22,4.52]"
119,"disk_octets_write_mean_m_3=(2.05,113]"
119,"disk_ops_read_mean_m_3=(48.5,196]"
119,"disk_ops_write_mean_m_3=(17.2,48.5]"
119,"network_rx_mean_m_3=(0.657,192]"
119,"network_tx_mean_m_3=(1.27,309]"
119,"cpu_load_monthly_mean_delta=(2.18,24.7]"
119,"network_tx_monthly_mean_delta=(0.0454,13.9]"
119,"network_rx_monthly_mean_delta=(0.00219,0.1]"
119,"disk_ops_read_monthly_mean_delta=(0.852,12.2]"
119,"disk_ops_write_monthly_mean_delta=(0.591,3.95]"
119,"disk_octets_write_monthly_mean_delta=(0.252,17.1]"
119,"disk_octets_read_monthly_mean_delta=(0.3,38.6]"
119,"cpu_load_max_gradient=(0.00666,0.0518]"
119,"disk_octets_read_max_gradient=(-0.00242,0.000457]"
119,"disk_octets_write_max_gradient=(0.0012,0.00662]"
119,"disk_ops_read_max_gradient=[-59.8,-0.0841]"
119,"disk_ops_write_max_gradient=(0.018,0.103]"
119,"network_rx_max_gradient=(0.00205,0.686]"
119,"network_tx_max_gradient=[-0.401,-0.00242]"
119,"is_churn=0"
120,"cpu_load_mean_m_3=[0.349,8.91]"
120,"disk_octets_read_mean_m_3=[0,0.149]"
120,"disk_octets_write_mean_m_3=[0,0.525]"
120,"disk_ops_read_mean_m_3=[0,6.3]"
120,"disk_ops_write_mean_m_3=[0,8.28]"
120,"network_rx_mean_m_3=[0,0.109]"
120,"network_tx_mean_m_3=(0.0331,0.231]"
120,"cpu_load_monthly_mean_delta=(-0.816,0.365]"
120,"network_tx_monthly_mean_delta=(-0.0927,-0.00194]"
120,"network_rx_monthly_mean_delta=(-0.0659,0.00219]"
120,"disk_ops_read_monthly_mean_delta=(-3.84,0.852]"
120,"disk_ops_write_monthly_mean_delta=(-1.54,0.591]"
120,"disk_octets_write_monthly_mean_delta=(-0.0153,0.0594]"
120,"disk_octets_read_monthly_mean_delta=(-0.0594,0.0197]"
120,"cpu_load_max_gradient=(-0.0235,0.00666]"
120,"disk_octets_read_max_gradient=(-0.00242,0.000457]"
120,"disk_octets_write_max_gradient=(-0.000909,0.0012]"
120,"disk_ops_read_max_gradient=(-0.0841,0.0246]"
120,"disk_ops_write_max_gradient=(-0.0384,0.018]"
120,"network_rx_max_gradient=(-0.00237,3.93e-05]"
120,"network_tx_max_gradient=(-0.00242,-3.81e-05]"
120,"is_churn=0"
121,"cpu_load_mean_m_3=(21.3,48.1]"
121,"disk_octets_read_mean_m_3=(4.52,185]"
121,"disk_octets_write_mean_m_3=(2.05,113]"
121,"disk_ops_read_mean_m_3=(196,3.06e+03]"
121,"disk_ops_write_mean_m_3=(48.5,2.1e+03]"
121,"network_rx_mean_m_3=(0.657,192]"
121,"network_tx_mean_m_3=(1.27,309]"
121,"cpu_load_monthly_mean_delta=(2.18,24.7]"
121,"network_tx_monthly_mean_delta=[-10.5,-0.0927]"
121,"network_rx_monthly_mean_delta=[-56.3,-0.0659]"
121,"disk_ops_read_monthly_mean_delta=(12.2,701]"
121,"disk_ops_write_monthly_mean_delta=(-1.54,0.591]"
121,"disk_octets_write_monthly_mean_delta=(0.252,17.1]"
121,"disk_octets_read_monthly_mean_delta=[-33.5,-0.0594]"
121,"cpu_load_max_gradient=(0.0518,0.89]"
121,"disk_octets_read_max_gradient=[-1.02,-0.00242]"
121,"disk_octets_write_max_gradient=(0.00662,0.548]"
121,"disk_ops_read_max_gradient=(0.36,18.8]"
121,"disk_ops_write_max_gradient=(0.018,0.103]"
121,"network_rx_max_gradient=[-1.59,-0.00237]"
121,"network_tx_max_gradient=[-0.401,-0.00242]"
121,"is_churn=0"
