Transaction,Item
104,cpu_load_mean_m_3=high
104,disk_octets_read_mean_m_3=high
104,disk_octets_write_mean_m_3=high
104,disk_ops_read_mean_m_3=high
104,disk_ops_write_mean_m_3=low
104,network_rx_mean_m_3=low
104,network_tx_mean_m_3=medium
104,cpu_load_monthly_mean_delta=low
104,network_tx_monthly_mean_delta=low
104,network_rx_monthly_mean_delta=medium
104,disk_ops_read_monthly_mean_delta=low
104,disk_ops_write_monthly_mean_delta=low
104,disk_octets_write_monthly_mean_delta=low
104,disk_octets_read_monthly_mean_delta=low
104,cpu_load_max_gradient=low
104,disk_octets_read_max_gradient=low
104,disk_octets_write_max_gradient=low
104,disk_ops_read_max_gradient=low
104,disk_ops_write_max_gradient=low
104,network_rx_max_gradient=medium
104,network_tx_max_gradient=low
104,is_churn=0
105,cpu_load_mean_m_3=high
105,disk_octets_read_mean_m_3=high
105,disk_octets_write_mean_m_3=high
105,disk_ops_read_mean_m_3=high
105,disk_ops_write_mean_m_3=high
105,network_rx_mean_m_3=high
105,network_tx_mean_m_3=high
105,cpu_load_monthly_mean_delta=high
105,network_tx_monthly_mean_delta=high
105,network_rx_monthly_mean_delta=high
105,disk_ops_read_monthly_mean_delta=low
105,disk_ops_write_monthly_mean_delta=low
105,disk_octets_write_monthly_mean_delta=high
105,disk_octets_read_monthly_mean_delta=high
105,cpu_load_max_gradient=high
105,disk_octets_read_max_gradient=high
105,disk_octets_write_max_gradient=high
105,disk_ops_read_max_gradient=low
105,disk_ops_write_max_gradient=high
105,network_rx_max_gradient=high
105,network_tx_max_gradient=high
105,is_churn=0
106,cpu_load_mean_m_3=low
106,disk_octets_read_mean_m_3=low
106,disk_octets_write_mean_m_3=low
106,disk_ops_read_mean_m_3=low
106,disk_ops_write_mean_m_3=low
106,network_rx_mean_m_3=low
106,network_tx_mean_m_3=low
106,cpu_load_monthly_mean_delta=medium
106,network_tx_monthly_mean_delta=medium
106,network_rx_monthly_mean_delta=medium
106,disk_ops_read_monthly_mean_delta=medium
106,disk_ops_write_monthly_mean_delta=medium
106,disk_octets_write_monthly_mean_delta=low
106,disk_octets_read_monthly_mean_delta=medium
106,cpu_load_max_gradient=medium
106,disk_octets_read_max_gradient=medium
106,disk_octets_write_max_gradient=medium
106,disk_ops_read_max_gradient=medium
106,disk_ops_write_max_gradient=medium
106,network_rx_max_gradient=medium
106,network_tx_max_gradient=medium
106,is_churn=0
107,cpu_load_mean_m_3=high
107,disk_octets_read_mean_m_3=high
107,disk_octets_write_mean_m_3=high
107,disk_ops_read_mean_m_3=high
107,disk_ops_write_mean_m_3=high
107,network_rx_mean_m_3=high
107,network_tx_mean_m_3=high
107,cpu_load_monthly_mean_delta=low
107,network_tx_monthly_mean_delta=high
107,network_rx_monthly_mean_delta=medium
107,disk_ops_read_monthly_mean_delta=low
107,disk_ops_write_monthly_mean_delta=high
107,disk_octets_write_monthly_mean_delta=medium
107,disk_octets_read_monthly_mean_delta=low
107,cpu_load_max_gradient=low
107,disk_octets_read_max_gradient=low
107,disk_octets_write_max_gradient=low
107,disk_ops_read_max_gradient=low
107,disk_ops_write_max_gradient=high
107,network_rx_max_gradient=medium
107,network_tx_max_gradient=low
107,is_churn=0
108,cpu_load_mean_m_3=high
108,disk_octets_read_mean_m_3=high
108,disk_octets_write_mean_m_3=high
108,disk_ops_read_mean_m_3=high
108,disk_ops_write_mean_m_3=high
108,network_rx_mean_m_3=high
108,network_tx_mean_m_3=high
108,cpu_load_monthly_mean_delta=high
108,network_tx_monthly_mean_delta=high
108,network_rx_monthly_mean_delta=medium
108,disk_ops_read_monthly_mean_delta=high
108,disk_ops_write_monthly_mean_delta=high
108,disk_octets_write_monthly_mean_delta=high
108,disk_octets_read_monthly_mean_delta=high
108,cpu_load_max_gradient=high
108,disk_octets_read_max_gradient=high
108,disk_octets_write_max_gradient=high
108,disk_ops_read_max_gradient=high
108,disk_ops_write_max_gradient=high
108,network_rx_max_gradient=medium
108,network_tx_max_gradient=high
108,is_churn=0
109,cpu_load_mean_m_3=low
109,disk_octets_read_mean_m_3=medium
109,disk_octets_write_mean_m_3=medium
109,disk_ops_read_mean_m_3=medium
109,disk_ops_write_mean_m_3=low
109,network_rx_mean_m_3=low
109,network_tx_mean_m_3=high
109,cpu_load_monthly_mean_delta=low
109,network_tx_monthly_mean_delta=high
109,network_rx_monthly_mean_delta=low
109,disk_ops_read_monthly_mean_delta=high
109,disk_ops_write_monthly_mean_delta=medium
109,disk_octets_write_monthly_mean_delta=high
109,disk_octets_read_monthly_mean_delta=high
109,cpu_load_max_gradient=low
109,disk_octets_read_max_gradient=high
109,disk_octets_write_max_gradient=high
109,disk_ops_read_max_gradient=high
109,disk_ops_write_max_gradient=low
109,network_rx_max_gradient=low
109,network_tx_max_gradient=high
109,is_churn=1
110,cpu_load_mean_m_3=low
110,disk_octets_read_mean_m_3=low
110,disk_octets_write_mean_m_3=low
110,disk_ops_read_mean_m_3=low
110,disk_ops_write_mean_m_3=low
110,network_rx_mean_m_3=low
110,network_tx_mean_m_3=low
110,cpu_load_monthly_mean_delta=medium
110,network_tx_monthly_mean_delta=medium
110,network_rx_monthly_mean_delta=medium
110,disk_ops_read_monthly_mean_delta=medium
110,disk_ops_write_monthly_mean_delta=medium
110,disk_octets_write_monthly_mean_delta=medium
110,disk_octets_read_monthly_mean_delta=medium
110,cpu_load_max_gradient=medium
110,disk_octets_read_max_gradient=medium
110,disk_octets_write_max_gradient=medium
110,disk_ops_read_max_gradient=medium
110,disk_ops_write_max_gradient=medium
110,network_rx_max_gradient=medium
110,network_tx_max_gradient=medium
110,is_churn=1
111,cpu_load_mean_m_3=low
111,disk_octets_read_mean_m_3=medium
111,disk_octets_write_mean_m_3=low
111,disk_ops_read_mean_m_3=medium
111,disk_ops_write_mean_m_3=medium
111,network_rx_mean_m_3=medium
111,network_tx_mean_m_3=low
111,cpu_load_monthly_mean_delta=high
111,network_tx_monthly_mean_delta=low
111,network_rx_monthly_mean_delta=low
111,disk_ops_read_monthly_mean_delta=low
111,disk_ops_write_monthly_mean_delta=low
111,disk_octets_write_monthly_mean_delta=low
111,disk_octets_read_monthly_mean_delta=low
111,cpu_load_max_gradient=high
111,disk_octets_read_max_gradient=low
111,disk_octets_write_max_gradient=low
111,disk_ops_read_max_gradient=medium
111,disk_ops_write_max_gradient=low
111,network_rx_max_gradient=low
111,network_tx_max_gradient=low
111,is_churn=1
112,cpu_load_mean_m_3=low
112,disk_octets_read_mean_m_3=low
112,disk_octets_write_mean_m_3=low
112,disk_ops_read_mean_m_3=low
112,disk_ops_write_mean_m_3=low
112,network_rx_mean_m_3=low
112,network_tx_mean_m_3=low
112,cpu_load_monthly_mean_delta=low
112,network_tx_monthly_mean_delta=low
112,network_rx_monthly_mean_delta=low
112,disk_ops_read_monthly_mean_delta=low
112,disk_ops_write_monthly_mean_delta=low
112,disk_octets_write_monthly_mean_delta=low
112,disk_octets_read_monthly_mean_delta=low
112,cpu_load_max_gradient=low
112,disk_octets_read_max_gradient=low
112,disk_octets_write_max_gradient=low
112,disk_ops_read_max_gradient=low
112,disk_ops_write_max_gradient=low
112,network_rx_max_gradient=low
112,network_tx_max_gradient=low
112,is_churn=1
113,cpu_load_mean_m_3=medium
113,disk_octets_read_mean_m_3=high
113,disk_octets_write_mean_m_3=high
113,disk_ops_read_mean_m_3=high
113,disk_ops_write_mean_m_3=high
113,network_rx_mean_m_3=high
113,network_tx_mean_m_3=medium
113,cpu_load_monthly_mean_delta=low
113,network_tx_monthly_mean_delta=low
113,network_rx_monthly_mean_delta=low
113,disk_ops_read_monthly_mean_delta=low
113,disk_ops_write_monthly_mean_delta=low
113,disk_octets_write_monthly_mean_delta=high
113,disk_octets_read_monthly_mean_delta=low
113,cpu_load_max_gradient=low
113,disk_octets_read_max_gradient=low
113,disk_octets_write_max_gradient=high
113,disk_ops_read_max_gradient=low
113,disk_ops_write_max_gradient=high
113,network_rx_max_gradient=low
113,network_tx_max_gradient=high
113,is_churn=0
114,cpu_load_mean_m_3=high
114,disk_octets_read_mean_m_3=medium
114,disk_octets_write_mean_m_3=medium
114,disk_ops_read_mean_m_3=medium
114,disk_ops_write_mean_m_3=high
114,network_rx_mean_m_3=high
114,network_tx_mean_m_3=medium
114,cpu_load_monthly_mean_delta=medium
114,network_tx_monthly_mean_delta=low
114,network_rx_monthly_mean_delta=high
114,disk_ops_read_monthly_mean_delta=low
114,disk_ops_write_monthly_mean_delta=medium
114,disk_octets_write_monthly_mean_delta=medium
114,disk_octets_read_monthly_mean_delta=low
114,cpu_load_max_gradient=medium
114,disk_octets_read_max_gradient=low
114,disk_octets_write_max_gradient=high
114,disk_ops_read_max_gradient=low
114,disk_ops_write_max_gradient=low
114,network_rx_max_gradient=high
114,network_tx_max_gradient=low
114,is_churn=1
115,cpu_load_mean_m_3=high
115,disk_octets_read_mean_m_3=high
115,disk_octets_write_mean_m_3=high
115,disk_ops_read_mean_m_3=high
115,disk_ops_write_mean_m_3=high
115,network_rx_mean_m_3=low
115,network_tx_mean_m_3=high
115,cpu_load_monthly_mean_delta=high
115,network_tx_monthly_mean_delta=medium
115,network_rx_monthly_mean_delta=medium
115,disk_ops_read_monthly_mean_delta=low
115,disk_ops_write_monthly_mean_delta=low
115,disk_octets_write_monthly_mean_delta=low
115,disk_octets_read_monthly_mean_delta=low
115,cpu_load_max_gradient=low
115,disk_octets_read_max_gradient=low
115,disk_octets_write_max_gradient=low
115,disk_ops_read_max_gradient=low
115,disk_ops_write_max_gradient=low
115,network_rx_max_gradient=medium
115,network_tx_max_gradient=medium
115,is_churn=0
116,cpu_load_mean_m_3=medium
116,disk_octets_read_mean_m_3=high
116,disk_octets_write_mean_m_3=high
116,disk_ops_read_mean_m_3=medium
116,disk_ops_write_mean_m_3=medium
116,network_rx_mean_m_3=medium
116,network_tx_mean_m_3=high
116,cpu_load_monthly_mean_delta=high
116,network_tx_monthly_mean_delta=low
116,network_rx_monthly_mean_delta=low
116,disk_ops_read_monthly_mean_delta=low
116,disk_ops_write_monthly_mean_delta=medium
116,disk_octets_write_monthly_mean_delta=low
116,disk_octets_read_monthly_mean_delta=low
116,cpu_load_max_gradient=high
116,disk_octets_read_max_gradient=low
116,disk_octets_write_max_gradient=low
116,disk_ops_read_max_gradient=low
116,disk_ops_write_max_gradient=medium
116,network_rx_max_gradient=low
116,network_tx_max_gradient=high
116,is_churn=0
117,cpu_load_mean_m_3=medium
117,disk_octets_read_mean_m_3=medium
117,disk_octets_write_mean_m_3=medium
117,disk_ops_read_mean_m_3=medium
117,disk_ops_write_mean_m_3=medium
117,network_rx_mean_m_3=high
117,network_tx_mean_m_3=medium
117,cpu_load_monthly_mean_delta=high
117,network_tx_monthly_mean_delta=low
117,network_rx_monthly_mean_delta=high
117,disk_ops_read_monthly_mean_delta=low
117,disk_ops_write_monthly_mean_delta=high
117,disk_octets_write_monthly_mean_delta=high
117,disk_octets_read_monthly_mean_delta=low
117,cpu_load_max_gradient=high
117,disk_octets_read_max_gradient=low
117,disk_octets_write_max_gradient=high
117,disk_ops_read_max_gradient=low
117,disk_ops_write_max_gradient=high
117,network_rx_max_gradient=high
117,network_tx_max_gradient=low
117,is_churn=1
118,cpu_load_mean_m_3=low
118,disk_octets_read_mean_m_3=low
118,disk_octets_write_mean_m_3=low
118,disk_ops_read_mean_m_3=low
118,disk_ops_write_mean_m_3=low
118,network_rx_mean_m_3=low
118,network_tx_mean_m_3=low
118,cpu_load_monthly_mean_delta=high
118,network_tx_monthly_mean_delta=medium
118,network_rx_monthly_mean_delta=medium
118,disk_ops_read_monthly_mean_delta=medium
118,disk_ops_write_monthly_mean_delta=low
118,disk_octets_write_monthly_mean_delta=medium
118,disk_octets_read_monthly_mean_delta=medium
118,cpu_load_max_gradient=high
118,disk_octets_read_max_gradient=medium
118,disk_octets_write_max_gradient=medium
118,disk_ops_read_max_gradient=medium
118,disk_ops_write_max_gradient=medium
118,network_rx_max_gradient=medium
118,network_tx_max_gradient=medium
118,is_churn=0
119,cpu_load_mean_m_3=high
119,disk_octets_read_mean_m_3=high
119,disk_octets_write_mean_m_3=high
119,disk_ops_read_mean_m_3=high
119,disk_ops_write_mean_m_3=high
119,network_rx_mean_m_3=high
119,network_tx_mean_m_3=high
119,cpu_load_monthly_mean_delta=high
119,network_tx_monthly_mean_delta=high
119,network_rx_monthly_mean_delta=medium
119,disk_ops_read_monthly_mean_delta=high
119,disk_ops_write_monthly_mean_delta=medium
119,disk_octets_write_monthly_mean_delta=high
119,disk_octets_read_monthly_mean_delta=high
119,cpu_load_max_gradient=high
119,disk_octets_read_max_gradient=low
119,disk_octets_write_max_gradient=medium
119,disk_ops_read_max_gradient=low
119,disk_ops_write_max_gradient=high
119,network_rx_max_gradient=high
119,network_tx_max_gradient=low
119,is_churn=0
120,cpu_load_mean_m_3=low
120,disk_octets_read_mean_m_3=low
120,disk_octets_write_mean_m_3=low
120,disk_ops_read_mean_m_3=low
120,disk_ops_write_mean_m_3=low
120,network_rx_mean_m_3=low
120,network_tx_mean_m_3=medium
120,cpu_load_monthly_mean_delta=medium
120,network_tx_monthly_mean_delta=low
120,network_rx_monthly_mean_delta=low
120,disk_ops_read_monthly_mean_delta=medium
120,disk_ops_write_monthly_mean_delta=medium
120,disk_octets_write_monthly_mean_delta=medium
120,disk_octets_read_monthly_mean_delta=medium
120,cpu_load_max_gradient=medium
120,disk_octets_read_max_gradient=medium
120,disk_octets_write_max_gradient=medium
120,disk_ops_read_max_gradient=medium
120,disk_ops_write_max_gradient=medium
120,network_rx_max_gradient=low
120,network_tx_max_gradient=medium
120,is_churn=0
121,cpu_load_mean_m_3=high
121,disk_octets_read_mean_m_3=high
121,disk_octets_write_mean_m_3=high
121,disk_ops_read_mean_m_3=high
121,disk_ops_write_mean_m_3=high
121,network_rx_mean_m_3=high
121,network_tx_mean_m_3=high
121,cpu_load_monthly_mean_delta=high
121,network_tx_monthly_mean_delta=low
121,network_rx_monthly_mean_delta=low
121,disk_ops_read_monthly_mean_delta=high
121,disk_ops_write_monthly_mean_delta=medium
121,disk_octets_write_monthly_mean_delta=high
121,disk_octets_read_monthly_mean_delta=low
121,cpu_load_max_gradient=high
121,disk_octets_read_max_gradient=low
121,disk_octets_write_max_gradient=high
121,disk_ops_read_max_gradient=high
121,disk_ops_write_max_gradient=medium
121,network_rx_max_gradient=low
121,network_tx_max_gradient=low
121,is_churn=0
122,cpu_load_mean_m_3=high
122,disk_octets_read_mean_m_3=high
122,disk_octets_write_mean_m_3=high
122,disk_ops_read_mean_m_3=high
122,disk_ops_write_mean_m_3=high
122,network_rx_mean_m_3=high
122,network_tx_mean_m_3=medium
122,cpu_load_monthly_mean_delta=high
122,network_tx_monthly_mean_delta=high
122,network_rx_monthly_mean_delta=high
122,disk_ops_read_monthly_mean_delta=high
122,disk_ops_write_monthly_mean_delta=high
122,disk_octets_write_monthly_mean_delta=high
122,disk_octets_read_monthly_mean_delta=high
122,cpu_load_max_gradient=high
122,disk_octets_read_max_gradient=high
122,disk_octets_write_max_gradient=high
122,disk_ops_read_max_gradient=high
122,disk_ops_write_max_gradient=high
122,network_rx_max_gradient=high
122,network_tx_max_gradient=high
122,is_churn=0
123,cpu_load_mean_m_3=low
123,disk_octets_read_mean_m_3=high
123,disk_octets_write_mean_m_3=low
123,disk_ops_read_mean_m_3=high
123,disk_ops_write_mean_m_3=low
123,network_rx_mean_m_3=low
123,network_tx_mean_m_3=medium
123,cpu_load_monthly_mean_delta=low
123,network_tx_monthly_mean_delta=medium
123,network_rx_monthly_mean_delta=low
123,disk_ops_read_monthly_mean_delta=low
123,disk_ops_write_monthly_mean_delta=medium
123,disk_octets_write_monthly_mean_delta=medium
123,disk_octets_read_monthly_mean_delta=low
123,cpu_load_max_gradient=medium
123,disk_octets_read_max_gradient=low
123,disk_octets_write_max_gradient=medium
123,disk_ops_read_max_gradient=low
123,disk_ops_write_max_gradient=medium
123,network_rx_max_gradient=low
123,network_tx_max_gradient=high
123,is_churn=1
124,cpu_load_mean_m_3=medium
124,disk_octets_read_mean_m_3=high
124,disk_octets_write_mean_m_3=high
124,disk_ops_read_mean_m_3=high
124,disk_ops_write_mean_m_3=high
124,network_rx_mean_m_3=low
124,network_tx_mean_m_3=low
124,cpu_load_monthly_mean_delta=low
124,network_tx_monthly_mean_delta=low
124,network_rx_monthly_mean_delta=low
124,disk_ops_read_monthly_mean_delta=low
124,disk_ops_write_monthly_mean_delta=medium
124,disk_octets_write_monthly_mean_delta=high
124,disk_octets_read_monthly_mean_delta=low
124,cpu_load_max_gradient=low
124,disk_octets_read_max_gradient=low
124,disk_octets_write_max_gradient=high
124,disk_ops_read_max_gradient=low
124,disk_ops_write_max_gradient=high
124,network_rx_max_gradient=low
124,network_tx_max_gradient=low
124,is_churn=0
125,cpu_load_mean_m_3=medium
125,disk_octets_read_mean_m_3=medium
125,disk_octets_write_mean_m_3=medium
125,disk_ops_read_mean_m_3=medium
125,disk_ops_write_mean_m_3=low
125,network_rx_mean_m_3=medium
125,network_tx_mean_m_3=high
125,cpu_load_monthly_mean_delta=low
125,network_tx_monthly_mean_delta=low
125,network_rx_monthly_mean_delta=low
125,disk_ops_read_monthly_mean_delta=low
125,disk_ops_write_monthly_mean_delta=low
125,disk_octets_write_monthly_mean_delta=low
125,disk_octets_read_monthly_mean_delta=low
125,cpu_load_max_gradient=high
125,disk_octets_read_max_gradient=low
125,disk_octets_write_max_gradient=medium
125,disk_ops_read_max_gradient=medium
125,disk_ops_write_max_gradient=medium
125,network_rx_max_gradient=low
125,network_tx_max_gradient=low
125,is_churn=1
126,cpu_load_mean_m_3=medium
126,disk_octets_read_mean_m_3=medium
126,disk_octets_write_mean_m_3=medium
126,disk_ops_read_mean_m_3=medium
126,disk_ops_write_mean_m_3=high
126,network_rx_mean_m_3=high
126,network_tx_mean_m_3=high
126,cpu_load_monthly_mean_delta=low
126,network_tx_monthly_mean_delta=high
126,network_rx_monthly_mean_delta=high
126,disk_ops_read_monthly_mean_delta=medium
126,disk_ops_write_monthly_mean_delta=high
126,disk_octets_write_monthly_mean_delta=high
126,disk_octets_read_monthly_mean_delta=medium
126,cpu_load_max_gradient=low
126,disk_octets_read_max_gradient=medium
126,disk_octets_write_max_gradient=high
126,disk_ops_read_max_gradient=medium
126,disk_ops_write_max_gradient=high
126,network_rx_max_gradient=high
126,network_tx_max_gradient=high
126,is_churn=0
127,cpu_load_mean_m_3=low
127,disk_octets_read_mean_m_3=low
127,disk_octets_write_mean_m_3=medium
127,disk_ops_read_mean_m_3=low
127,disk_ops_write_mean_m_3=medium
127,network_rx_mean_m_3=medium
127,network_tx_mean_m_3=low
127,cpu_load_monthly_mean_delta=high
127,network_tx_monthly_mean_delta=medium
127,network_rx_monthly_mean_delta=low
127,disk_ops_read_monthly_mean_delta=medium
127,disk_ops_write_monthly_mean_delta=medium
127,disk_octets_write_monthly_mean_delta=low
127,disk_octets_read_monthly_mean_delta=medium
127,cpu_load_max_gradient=high
127,disk_octets_read_max_gradient=medium
127,disk_octets_write_max_gradient=medium
127,disk_ops_read_max_gradient=medium
127,disk_ops_write_max_gradient=medium
127,network_rx_max_gradient=medium
127,network_tx_max_gradient=high
127,is_churn=0
128,cpu_load_mean_m_3=low
128,disk_octets_read_mean_m_3=low
128,disk_octets_write_mean_m_3=low
128,disk_ops_read_mean_m_3=low
128,disk_ops_write_mean_m_3=low
128,network_rx_mean_m_3=medium
128,network_tx_mean_m_3=medium
128,cpu_load_monthly_mean_delta=low
128,network_tx_monthly_mean_delta=low
128,network_rx_monthly_mean_delta=medium
128,disk_ops_read_monthly_mean_delta=medium
128,disk_ops_write_monthly_mean_delta=medium
128,disk_octets_write_monthly_mean_delta=medium
128,disk_octets_read_monthly_mean_delta=medium
128,cpu_load_max_gradient=low
128,disk_octets_read_max_gradient=medium
128,disk_octets_write_max_gradient=high
128,disk_ops_read_max_gradient=medium
128,disk_ops_write_max_gradient=medium
128,network_rx_max_gradient=high
128,network_tx_max_gradient=medium
128,is_churn=1
129,cpu_load_mean_m_3=high
129,disk_octets_read_mean_m_3=medium
129,disk_octets_write_mean_m_3=medium
129,disk_ops_read_mean_m_3=medium
129,disk_ops_write_mean_m_3=high
129,network_rx_mean_m_3=medium
129,network_tx_mean_m_3=high
129,cpu_load_monthly_mean_delta=high
129,network_tx_monthly_mean_delta=high
129,network_rx_monthly_mean_delta=medium
129,disk_ops_read_monthly_mean_delta=low
129,disk_ops_write_monthly_mean_delta=low
129,disk_octets_write_monthly_mean_delta=low
129,disk_octets_read_monthly_mean_delta=low
129,cpu_load_max_gradient=high
129,disk_octets_read_max_gradient=low
129,disk_octets_write_max_gradient=low
129,disk_ops_read_max_gradient=low
129,disk_ops_write_max_gradient=low
129,network_rx_max_gradient=medium
129,network_tx_max_gradient=high
129,is_churn=0
130,cpu_load_mean_m_3=medium
130,disk_octets_read_mean_m_3=low
130,disk_octets_write_mean_m_3=medium
130,disk_ops_read_mean_m_3=low
130,disk_ops_write_mean_m_3=medium
130,network_rx_mean_m_3=medium
130,network_tx_mean_m_3=high
130,cpu_load_monthly_mean_delta=low
130,network_tx_monthly_mean_delta=low
130,network_rx_monthly_mean_delta=medium
130,disk_ops_read_monthly_mean_delta=medium
130,disk_ops_write_monthly_mean_delta=low
130,disk_octets_write_monthly_mean_delta=high
130,disk_octets_read_monthly_mean_delta=medium
130,cpu_load_max_gradient=low
130,disk_octets_read_max_gradient=medium
130,disk_octets_write_max_gradient=high
130,disk_ops_read_max_gradient=medium
130,disk_ops_write_max_gradient=low
130,network_rx_max_gradient=medium
130,network_tx_max_gradient=high
130,is_churn=1
131,cpu_load_mean_m_3=medium
131,disk_octets_read_mean_m_3=medium
131,disk_octets_write_mean_m_3=medium
131,disk_ops_read_mean_m_3=medium
131,disk_ops_write_mean_m_3=medium
131,network_rx_mean_m_3=high
131,network_tx_mean_m_3=low
131,cpu_load_monthly_mean_delta=high
131,network_tx_monthly_mean_delta=high
131,network_rx_monthly_mean_delta=high
131,disk_ops_read_monthly_mean_delta=high
131,disk_ops_write_monthly_mean_delta=high
131,disk_octets_write_monthly_mean_delta=high
131,disk_octets_read_monthly_mean_delta=high
131,cpu_load_max_gradient=high
131,disk_octets_read_max_gradient=high
131,disk_octets_write_max_gradient=high
131,disk_ops_read_max_gradient=high
131,disk_ops_write_max_gradient=high
131,network_rx_max_gradient=high
131,network_tx_max_gradient=high
131,is_churn=0
132,cpu_load_mean_m_3=high
132,disk_octets_read_mean_m_3=high
132,disk_octets_write_mean_m_3=medium
132,disk_ops_read_mean_m_3=high
132,disk_ops_write_mean_m_3=medium
132,network_rx_mean_m_3=high
132,network_tx_mean_m_3=high
132,cpu_load_monthly_mean_delta=low
132,network_tx_monthly_mean_delta=low
132,network_rx_monthly_mean_delta=low
132,disk_ops_read_monthly_mean_delta=low
132,disk_ops_write_monthly_mean_delta=low
132,disk_octets_write_monthly_mean_delta=low
132,disk_octets_read_monthly_mean_delta=low
132,cpu_load_max_gradient=low
132,disk_octets_read_max_gradient=low
132,disk_octets_write_max_gradient=low
132,disk_ops_read_max_gradient=low
132,disk_ops_write_max_gradient=low
132,network_rx_max_gradient=low
132,network_tx_max_gradient=low
132,is_churn=1
133,cpu_load_mean_m_3=medium
133,disk_octets_read_mean_m_3=medium
133,disk_octets_write_mean_m_3=low
133,disk_ops_read_mean_m_3=medium
133,disk_ops_write_mean_m_3=medium
133,network_rx_mean_m_3=medium
133,network_tx_mean_m_3=low
133,cpu_load_monthly_mean_delta=high
133,network_tx_monthly_mean_delta=medium
133,network_rx_monthly_mean_delta=high
133,disk_ops_read_monthly_mean_delta=high
133,disk_ops_write_monthly_mean_delta=high
133,disk_octets_write_monthly_mean_delta=high
133,disk_octets_read_monthly_mean_delta=high
133,cpu_load_max_gradient=high
133,disk_octets_read_max_gradient=high
133,disk_octets_write_max_gradient=high
133,disk_ops_read_max_gradient=high
133,disk_ops_write_max_gradient=high
133,network_rx_max_gradient=high
133,network_tx_max_gradient=medium
133,is_churn=1
134,cpu_load_mean_m_3=medium
134,disk_octets_read_mean_m_3=medium
134,disk_octets_write_mean_m_3=high
134,disk_ops_read_mean_m_3=medium
134,disk_ops_write_mean_m_3=medium
134,network_rx_mean_m_3=medium
134,network_tx_mean_m_3=medium
134,cpu_load_monthly_mean_delta=low
134,network_tx_monthly_mean_delta=low
134,network_rx_monthly_mean_delta=medium
134,disk_ops_read_monthly_mean_delta=low
134,disk_ops_write_monthly_mean_delta=medium
