,name,name_parent,depth
3276,"Rekam EVC 5 Mbit/s
<aansluitadres>",Connectivity,1.0
3277,"Fiber Access Centric Enterprise 1000 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3278,"IPv6 adressen
2001:4cb8:xxx::/xx",Connectivity,1.0
3279,"Fiber Access EuroFiber Lite 100 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity,1.0
3280,"4G Back-up
Best Effort
*LET OP: Alleen t.b.v. PPG*",Connectivity,1.0
3281,"Fiber KPN Silver VLAN 5 Mbit/s
Contractduur x jaar tot xx/xx/xxxx
EVC: WOS05
<aansluitadres>",Connectivity,1.0
3282,"Managed router C881G-4G-GA-K9
FttX + 4G - Gold - Incl. Lifecycle
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:",Connectivity,1.0
3283,"GVE Silver EVC 5 Mbit/s
<aansluitadres>",Connectivity,1.0
3284,"GVE Silver EVC 500 Mbit/s
<aansluitadres>",Connectivity,1.0
3285,"KPN FTTH 50 Mbit/s Silver
Contractnummer:
<aansluitadres>",Connectivity,1.0
3286,"Basic (xDSL/FttX) tot 20 Mbit/s Silver
<aansluitadres>",Connectivity,1.0
3287,"4G Onbeperkt dataverkeer - Max
Best Effort
SIM Kaart:
Telefoonnummer: 097-",Connectivity,1.0
3288,"Infrastructuur via Breedband Regio Eindhoven
(BRE)
<aansluitadres>",Connectivity,1.0
3289,"Infrastructuur Cranendonck x Gbit/s
<aansluitadres>",Connectivity,1.0
3290,Internet Access 500Mbit/s 1:5 (per maand),Connectivity,1.0
3291,/28 IPv4 IP Space (per maand),Connectivity,1.0
3292,Internet 100Mbit/s 1:10 via NDIX (per maand),Connectivity,1.0
3293,"Fiber Access Centric Enterprise 500 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3294,"Fiber Access EuroFiber Basic 50 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity,1.0
3295,"Fiber Access EuroFiber Basic 200 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity,1.0
3296,"Fiber Access EuroFiber Max 100 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity,1.0
3297,Fiber Access ParkNed Max 50 Mbit/s,Connectivity,1.0
3298,"Rekam EVC 100 Mbit/s
<aansluitadres>",Connectivity,1.0
3299,Fiber Access MEC 4 Mbit/s Max,Connectivity,1.0
3300,"Fiber Access SPIN Boxtel Basic 100 Mbit/s
Contractduur x jaar tot xx/xx/xxxx
<aansluitadres>",Connectivity,1.0
3301,"Fiber Access GVE Basic 100 Mbit/s
Contractduur x tot xx/xx/xxxx
<aansluitadres>",Connectivity,1.0
3302,"Infrastructuur <Glasvezel> x Gbit/s
Projectnummer:
<aansluitadres>",Connectivity,1.0
3303,"<Glasvezel> EVC 1000 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3304,"Fiber Access Basic 20 Mbit/s
<aansluitadres>",Connectivity,1.0
3305,"Fiber Access Max 100 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3306,Het DDS Basispakket,Connectivity,1.0
3307,"Glasnet Veghel EVC 100 Mbit/s
2 Vezelparen
<aansluitadres>",Connectivity,1.0
3308,"Fiber Access Business 1000 Mbit/s
<aansluitadres>",Connectivity,1.0
3309,"Fiber Access Enterprise 500 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3310,"Infrastructuur via Fore Freedom
Contractnummer:
<aansluitadres>",Connectivity,1.0
3311,"Infrastructuur via NDIX
Contractnummer:
<aansluitadres>",Connectivity,1.0
3312,"Infrastructuur via GVE
Contractnummer:
<aansluitadres>",Connectivity,1.0
3313,Internet 500Mbit/s 1:10 via NDIX (per maand),Connectivity,1.0
3314,FttH 100Mbit/s 1:25 (per maand),Connectivity,1.0
3315,VVDSL ( per maand),Connectivity,1.0
3316,100 Mbit/s symmetrisch 1:25,Connectivity,1.0
3317,VLAN 200 Mbit/s symmetrisch 1:5 (per maand),Connectivity,1.0
3318,"128 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity,1.0
3319,"Provider Independent IPv4 adressen
<netwerkadres>",Connectivity,1.0
3320,"Fiber Access EuroFiber Plus 500 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity,1.0
3321,"Fiber KPN infra Area B
Contractduur 3 jaar tot xx/xx/xxxx
EUA: WOS02
<aansluitadres>",Connectivity,1.0
3322,"Secure VoIP EVC GVE 5 Mbit/s QoS 2
<aansluitadres>",Connectivity,1.0
3323,"Essential (xDSL/FttX) tot 200 Mbit/s Silver
<aansluitadres>",Connectivity,1.0
3324,"4G Pooled 100 Gbyte/maand - Plus
Best Effort - FUP
SIM Kaart:
Telefoonnummer: 097-",Connectivity,1.0
3325,"4G Onbeperkt dataverkeer - Max
SIM Only - Best Effort
SIM Kaart:
Telefoonnummer: 097-",Connectivity,1.0
3326,"Glasnet Veghel EVC 50 Mbit/s
<aansluitadres>",Connectivity,1.0
3327,"Fiber Access EuroFiber Business 1000 Mbit/s
Projectnummer:
<aansluitadres>",Connectivity,1.0
3328,"Fiber Access Enterprise 200 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3329,"Fiber Access Enterprise 5000 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3330,"Infrastructuur via Regio Glasvezel
Contractnummer:
<aansluitadres>",Connectivity,1.0
3331,WAN Switch - Standard (per maand),Connectivity,1.0
3332,Internet Access 1000Mbit/s 1:5 (per maand),Connectivity,1.0
3333,/29 IPv4 IP Space (per maand),Connectivity,1.0
3334,Internet 900Mbit/s 1:5 (per maand),Connectivity,1.0
3335,Internet 1000Mbit/s 1:5 (per maand),Connectivity,1.0
3336,/32 (1 IP adres) (per maand),Connectivity,1.0
3337,"Rekam EVC 200 Mbit/s
<aansluitadres>",Connectivity,1.0
3338,"Fiber Access Centric Enterprise 50 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3339,-,Connectivity,1.0
3340,"Fiber Care <per managed router>
<aansluitadres>",Connectivity,1.0
3341,"1 IP adres bij Fiber Alles-in-een pakket
<netwerkadres>
<aansluitadres>",Connectivity,1.0
3342,"Provider Aggregatable IPv4 adressen
<netwerkadres>",Connectivity,1.0
3343,"Fiber Access EuroFiber Basic 100 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity,1.0
3344,"Extra Data EuroFiber 5 Mbit/s
Projectnummer:
<aansluitadres>",Connectivity,1.0
3345,"Extra Secure VoIP EuroFiber 3 Mbit/s
Projectnummer:
<aansluitadres>",Connectivity,1.0
3346,"Fiber Access Glasnet Veghel Basic 100 Mbit/s
<aansluitadres>",Connectivity,1.0
3347,"Fiber Access Glasnet Veghel Plus 50 Mbit/s
<aansluitadres>",Connectivity,1.0
3348,"KPN EVC xx Mbit/s
Contractduur 3 jaar tot xx/xx/xxxx
EVC: WOS05
<aansluitadres>",Connectivity,1.0
3349,"Fiber Access KPN EVC Silver 99,6% 200 Mbit/s
Contractduur 3 jaar tot xx/xx/xxxx
EVC: WOS05
<aansluitadres>",Connectivity,1.0
3350,"Fiber Access KPN EVC Silver 99,6% 500 Mbit/s
Contractduur 3 jaar tot xx/xx/xxxx
EVC: WOS05
<aansluitadres>",Connectivity,1.0
3351,"GVE Silver EVC 100 Mbit/s
<aansluitadres>",Connectivity,1.0
3352,"De Copenvezel EVC 50 Mbit/s
<aansluitadres>",Connectivity,1.0
3353,"Infra De Copenvezel Zakelijk Alles-in-een
inclusief EVC 100 Mbit/s
<aansluitadres>",Connectivity,1.0
3354,"Fiber Access De Copenvezel Basic 50 Mbit/s
Contractduur x jaar tot xx/xx/xxxx
Project of Contractnummer:
<aansluitadres>",Connectivity,1.0
3355,"Fiber Access Basic 200 Mbit/s
<aansluitadres>",Connectivity,1.0
3356,"Radio Access <Glasvezel>
incl. 100 Mbit/s EVC
<aansluitadres>",Connectivity,1.0
3357,"Essential (xDSL/FttX) tot 100 Mbit/s Silver
<aansluitadres>",Connectivity,1.0
3358,"Fiber Access EuroFiber Essential 500 Mbit/s
Projectnummer:
<aansluitadres>",Connectivity,1.0
3359,"Fiber Access Business 200 Mbit/s
<aansluitadres>",Connectivity,1.0
3360,"Fiber Access Business 5000 Mbit/s
<aansluitadres>",Connectivity,1.0
3361,"Infrastructuur via Glasnet Veghel
<aansluitadres>",Connectivity,1.0
3362,"Infrastructuur via SPIN Boxtel
<aansluitadres>",Connectivity,1.0
3363,"<Glasvzel> Secure VoIP EVC 5 Mbit/s Premium of
Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3364,Internet Access 100Mbit/s 1:5,Connectivity,1.0
3365,Abonnement - Dedicated SpeakUp VoIP VLAN Enkelvoudig (5Mbit/s 1:1 tot 60 apparaten),Connectivity,1.0
3366,Internet 50Mbit/s 1:5 (per maand),Connectivity,1.0
3367,IP Space Setup (eenmalig),Connectivity,1.0
3368,/29 IPv4 IP Space (per maand),Connectivity,1.0
3369,Internet 20Mbit/s 1:10 via NDIX (per maand),Connectivity,1.0
3370,Internet Uplink 500Mbit/s 1:5 (per maand),Connectivity,1.0
3371,500 Mbit/s Symmetrisch 1:5 (per maand),Connectivity,1.0
3372,MPLS VLL 1Gb/s (per maand),Connectivity,1.0
3373,WAN verbinding (per maand),Connectivity,1.0
3374,"Infrastructuur Rekam <bedrijventerrein>
<aansluitadres>",Connectivity,1.0
3375,"Fiber Access GVE Economy 100 Mbit/s
Next Business Day 99,6% SLA, QoS 0",Connectivity,1.0
3376,"16 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity,1.0
3377,"Fiber Access Glasnet Veghel Basic 40 Mbit/s
<aansluitadres>",Connectivity,1.0
3378,"Tele2 EVC 100 Mbit/s Gold
<aansluitadres>",Connectivity,1.0
3379,"Fiber Access Zakelijk Alles-in-een
De Copenvezel 20 Mbit/s
Contractduur x jaar tot xx/xx/xxxx
<aansluitadres>",Connectivity,1.0
3380,"Fiber Access Max 2 Gbps
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3381,"KPN BVDSL tot 100 Mbit/s Silver
Contractnummer:
<aansluitadres>",Connectivity,1.0
3382,"Fiber Access Essential 50 Mbit/s
<aansluitadres>",Connectivity,1.0
3383,"Fiber Access Business 900 Mbit/s
<aansluitadres>",Connectivity,1.0
3384,"Fiber Access Enterprise 900 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3385,"Infrastructuur via Glasvezel Schaapsloop
<aansluitadres>",Connectivity,1.0
3386,Internet 100Mbit/s 1:5 (per maand),Connectivity,1.0
3387,/26 IPv4 IP Space (per maand),Connectivity,1.0
3388,Internet 100Mbit/s 1:1 via NDIX (per maand),Connectivity,1.0
3389,Internet 20Mbit/s 1:1 via NDIX (per maand),Connectivity,1.0
3390,Internet 50Mbit/s 1:5 (per maand),Connectivity,1.0
3391,"Infrastructuur via E-Fiber
<aansluitadres>",Connectivity,1.0
3392,"4 IP adressen Extra bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity,1.0
3393,BBN ADSL ECO 4M/1M 1:25 95%,Connectivity,1.0
3394,"8 IP adressen bij DSL
<netwerkadres>
<aansluitadres>",Connectivity,1.0
3395,"Fiber Access EuroFiber Max 5 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity,1.0
3396,"Fiber Access EuroFiber Lite 50 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity,1.0
3397,Fiber Access KPN Plus 200 Mbit/s,Connectivity,1.0
3398,Fiber Access KPN Max 5 Mbit/s,Connectivity,1.0
3399,Fiber Access Fore Freedom Max 2 Mbit/s,Connectivity,1.0
3400,"<Glasvezel> EVC 10 GBps Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3401,"KPN ADSL/VDSL tot 20 Mbit/s Silver
Contractnummer:
<aansluitadres>",Connectivity,1.0
3402,"Point-2-Point Fiber Access <Glasvezel>
10 Gbit/s
Contractduur x jaar tot xx/xx/xxxx
Contractnummer:
<aansluitadres>",Connectivity,1.0
3403,DDS ADSL 20,Connectivity,1.0
3404,"Glasnet Veghel EVC 200 Mbit/s
<aansluitadres>",Connectivity,1.0
3405,"Infrastructuur Glasnet Veghel x xbit/s
<aansluitadres>",Connectivity,1.0
3406,"Fiber Access Essential 100 Mbit/s
<aansluitadres>",Connectivity,1.0
3407,FttH 100Mbit/s,Connectivity,1.0
3408,Internet Access 200 Mbit/s symmetrisch 1:5 (per maand),Connectivity,1.0
3409,Internet 200Mbit/s 1:5 (per maand),Connectivity,1.0
3410,FttH business 100Mbit/s 1:25 (per maand),Connectivity,1.0
3411,VDSL Verbinding (per maand),Connectivity,1.0
3412,Internet 100 Mbit/s symmetrisch 1:5,Connectivity,1.0
3413,"Fiber Access Centric Enterprise 100 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3414,"32 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity,1.0
3415,"Fiber Access EuroFiber Plus 50 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity,1.0
3416,"Fiber Access EuroFiber Max 200 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity,1.0
3417,"4G 100 Gbyte/maand - Plus
Best Effort - FUP
SIM Kaart:
Telefoonnummer: 097-
*LET OP: Alleen t.b.v. PPG*",Connectivity,1.0
3418,"Tele2 EVC 200 Mbit/s Gold
<aansluitadres>",Connectivity,1.0
3419,"Anti-DDoS Access 24/7 tot en met 500 Mbit/s
<IP adressen>, <vlannummer>",Connectivity,1.0
3420,"DSL 100/10 Mbit/s Best Effort SLA
<aansluitadres>",Connectivity,1.0
3421,"Fiber Access Lite 50 Mbit/s
<aansluitadres>",Connectivity,1.0
3422,"Essential (xDSL/FttX) tot 50 Mbit/s Silver
<aansluitadres>",Connectivity,1.0
3423,Internet 50Mbit/s 1:5 (per maand),Connectivity,1.0
3424,DSL Verbinding (Out of Band) (per maand),Connectivity,1.0
3425,Dedicated VoIP VLAN Enkelvoudig 5Mbit/s 1:1 (per maand),Connectivity,1.0
3426,Internet 500Mbit/s symmetrisch 1:5 ( per maand),Connectivity,1.0
3427,Eigen IPv4 IP A-Lab (per maand),Connectivity,1.0
3428,Internet 200Mbit/s 1:1 via NDIX (per maand),Connectivity,1.0
3429,VVDSL Max 107 Mbit/s download en max 31Mbit/s upload (per maand),Connectivity,1.0
3430,Verbinding ADSL (per maand),Connectivity,1.0
3431,Internet Access 500 Mbit/s 1:5 (per maand),Connectivity,1.0
3432,Internet 50Mbit/s 1:5 (per maand),Connectivity,1.0
3433,Internet Uplink 100Mbit/s symmetrisch 1:5 (per maand),Connectivity,1.0
3434,"Fiber Acces via Eurofiber xx Mbit/s
Projectnummer:
<aansluitadres>",Connectivity,1.0
3435,"Fiber Access Centric Enterprise 900 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3436,"Fiber Access EuroFiber Lite 10 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity,1.0
3437,"Fiber Access Glasnet Veghel Basic 200 Mbit/s
<aansluitadres>",Connectivity,1.0
3438,"Fiber Access Glasnet Veghel Max 2 Mbit/s
<aansluitadres>",Connectivity,1.0
3439,"Infrastructuur KPN 1 Gbit/s
Contractduur 3 jaar tot xx/xx/xxxx
EUA: WOS02
<aansluitadres>",Connectivity,1.0
3440,"Managed router t.b.v. Fiber Care <SLA>
Type:
Serienummer:",Connectivity,1.0
3441,"Tele2 Extra Data EVC 10 Mbit/s
<aansluitadres>",Connectivity,1.0
3442,"Fiber Access Tele2 Basic 50 Mbit/s
<aansluitadres>",Connectivity,1.0
3443,"GVE Silver EVC 50 Mbit/s
<aansluitadres>",Connectivity,1.0
3444,"<Glasvezel> EVC 50 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3445,"<Glasvezel> EVC 100 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3446,"KPN VVDSL 100/30 Mbit/s 99,95%
Contractnummer:
<aansluitadres>",Connectivity,1.0
3447,"Cranendonck Gold EVC 20 Mbit/s
<aansluitadres>",Connectivity,1.0
3448,DDS ADSL 80,Connectivity,1.0
3449,"Fiber Access Glasnet Veghel Business 100 Mbit/s
Contractnummer:
<aansluitadres>",Connectivity,1.0
3450,"Fiber Access Essential 200 Mbit/s
<aansluitadres>",Connectivity,1.0
3451,"Fiber Access Enterprise 10 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3452,"Infrastructuur Tele2 1 Gbit/s
<aansluitadres>",Connectivity,1.0
3453,"Infrastructuur via Glasnet Heusden
Contractnummer:
<aansluitadres>",Connectivity,1.0
3454,"Radio Access <Leverancier> EVC x Mbit/s
<aansluitadres>",Connectivity,1.0
3455,50Mbit/s 1:5 (per maand),Connectivity,1.0
3456,Internet Acces 250Mbit/s symmetrisch 1:50 (per maand),Connectivity,1.0
3457,"4 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity,1.0
3458,"Fiber KPN infra Area O
Contractduur 3 jaar tot xx/xx/xxxx
EUA: WOS02
<aansluitadres>",Connectivity,1.0
3459,"Extra Data EVC GVE Silver 3 Mbit/s
<aansluitadres>",Connectivity,1.0
3460,"<Glasvezel> EVC 3 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3461,"Fiber Access Basic 50 Mbit/s
<aansluitadres>",Connectivity,1.0
3462,"Data EVC 2/3 Mbit/s
<aansluitadres>",Connectivity,1.0
3463,"KPN ADSL/VDSL tot 50 Mbit/s Silver
Contractnummer:
<aansluitadres>",Connectivity,1.0
3464,"KPN ADSL/VDSL tot 100 Mbit/s Silver
Contractnummer:
<aansluitadres>",Connectivity,1.0
3465,"4G 1 Gbyte/maand - Basic
Best Effort - FUP
SIM Kaart:
Telefoonnummer: 097-",Connectivity,1.0
3466,"Glasnet Veghel EVC 100 Mbit/s
<aansluitadres>",Connectivity,1.0
3467,"Fiber Access Business 500 Mbit/s
<aansluitadres>",Connectivity,1.0
3468,"Fiber Access Enterprise 50 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3469,"Fiber Access Enterprise 100 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3470,"<Glasvezel> EVC 5 Gbps Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3471,Gebruik Darkfiber (per maand) 1  paar x E315,Connectivity,1.0
3472,IP Space Setup (eenmalig),Connectivity,1.0
3473,/32 IP Space (per maand),Connectivity,1.0
3474,Internet Acces 100 Mbit/s symmetrisch 1:5 (per maand),Connectivity,1.0
3475,"Fiber Access Centric Enterprise 2000 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3476,"Fiber Access GVE Economy 3 Mbit/s
Best Effort SLA, QoS 0",Connectivity,1.0
3477,"Fiber Access Glasnet Veghel Lite 100 Mbit/s
<aansluitadres>",Connectivity,1.0
3478,"Fiber Access SPIN Boxtel Lite 100 Mbit/s
<aansluitadres>",Connectivity,1.0
3479,"Secure VoIP GVE 5 Mbit/s
Contractduur x jaar tot xx/xx/xxxx
<aansluitadres>",Connectivity,1.0
3480,"Data EVC 4/5 Mbit/s
<aansluitadres>",Connectivity,1.0
3481,"Fiber Access Zakelijk Alles-in-een
<Glasvezel> Start 50 Mbit/s
Contractduur 1 jaar tot xx/xx/xxxx
<aansluitadres>",Connectivity,1.0
3482,Gold SLA t.b.v. xxDSL/FttH/Basic,Connectivity,1.0
3483,"4G Pooled 1 Gbyte/maand - Basic
Best Effort - FUP
SIM Kaart:
Telefoonnummer: 097-",Connectivity,1.0
3484,"Fiber Access Business 10 Mbit/s
<aansluitadres>",Connectivity,1.0
3485,"Fiber Access Business 50 Mbit/s
<aansluitadres>",Connectivity,1.0
3486,"Fiber Access Business 2000 Mbit/s
<aansluitadres>",Connectivity,1.0
3487,"Fiber Access GVE Economy 200 Mbit/s
Next Business Day 99,6% SLA, QoS 0",Connectivity,1.0
3488,Internet 10Mbit/s 1:5 (per maand),Connectivity,1.0
3489,Internet 200Mbit/s 1:5 (per maand),Connectivity,1.0
3490,WAN 100Mbit/s 1:5 (per maand),Connectivity,1.0
3491,Verbinding FttH 100Mbit/s (per maand),Connectivity,1.0
3492,Verbinding FttH 100Mbit/s 1:25 (per maand),Connectivity,1.0
3493,BVDSL (per maand),Connectivity,1.0
3494,Internet Access 20Mbit/s 1:1 (per maand),Connectivity,1.0
3495,Azure Expressroute 2Gb/s Redundant (per maand),Connectivity,1.0
3496,"Fiber Access Centric Enterprise 200 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3497,"256 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity,1.0
3498,"Fiber Access SPIN Boxtel Basic 50 Mbit/s
Contractduur x jaar tot xx/xx/xxxx
<aansluitadres>",Connectivity,1.0
3499,"GVE Silver EVC 200 Mbit/s
<aansluitadres>",Connectivity,1.0
3500,"GVE Silver EVC 1000 Mbit/s
<aansluitadres>",Connectivity,1.0
3501,"Fiber Access Zakelijk Alles-in-een Basis
GVE Strijp TR 100 Mbit/s incl. EVC
Contractduur 1 jaar tot xx/xx/xxxx
<aansluitadres>",Connectivity,1.0
3502,"<Glasvezel> EVC 500 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3503,"<Glasvezel> x Mbit/s E-LAN EVC Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3504,"Fiber Access Plus 20 Mbit/s
<aansluitadres>",Connectivity,1.0
3505,"Fiber Access Max 200 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3506,"Fiber Access Max 500 Mbit/s
inclusief 24/7 Storingsdienst
<aansluitadres>",Connectivity,1.0
3507,DDS ADSL 8,Connectivity,1.0
3508,"Fiber Access EuroFiber Business 500 Mbit/s
Projectnummer:
<aansluitadres>",Connectivity,1.0
3509,"Fiber Access Business 100 Mbit/s
<aansluitadres>",Connectivity,1.0
3510,"Infrastructuur via Brofiber
<aansluitadres>",Connectivity,1.0
3511,"Infrastructuur via EFX
<aansluitadres>",Connectivity,1.0
3512,Glasvezel 200Mbit/s symmetrisch 1:5 (per maand),Connectivity,1.0
3513,Breedband Arnhem Internet-Only (per maand),Connectivity,1.0
3514,Point to Point 100Mbit/s symmetrisch 1:5 (per maand),Connectivity,1.0
3515,Internet 50Mbit/s 1:10 via NDIX (per maand),Connectivity,1.0
3516,FttH 500Mbit/s symmetrisch 1:5  (per maand),Connectivity,1.0
3517,"4G Datapool 150 GB
SIM Kaart:
Telefoonnummer: 097-
*LET OP: Alleen t.b.v. KRVE Datapool totaal 60*",Connectivity,1.0
3518,"8 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity,1.0
3519,"Fiber Access EuroFiber Max 10 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity,1.0
3520,"Fiber Access EuroFiber Lite 500 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity,1.0
3521,"Managed router C887VAG-4G-GA-K9
Fix hardware replacement 8 uur
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:
*LET OP: Alleen t.b.v. PPG*",Connectivity,1.0
3522,Extra Data EVC Fore Freedom 3 Mbit/s,Connectivity,1.0
3523,"Tele2 EVC 50 Mbit/s Gold
<aansluitadres>",Connectivity,1.0
3524,"Infrastructuur GVE x Mbit/s
Contractnummer:
<aansluitadres>",Connectivity,1.0
3525,"Fiber Access Zakelijk Alles-in-een
De Copenvezel 100 Mbit/s
Contractduur x jaar tot xx/xx/xxxx
<aansluitadres>",Connectivity,1.0
3526,"<Glasvezel> EVC 20 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3527,"Fiber Access Lite 200 Mbit/s
<aansluitadres>",Connectivity,1.0
3528,"Infrastructuur via Eurofiber
Projectnummer:
<aansluitadres>",Connectivity,1.0
3529,"Fiber Access EuroFiber Business 50 Mbit/s
Projectnummer:
<aansluitadres>",Connectivity,1.0
3530,"Fiber Access EuroFiber Business 200 Mbit/s
Projectnummer:
<aansluitadres>",Connectivity,1.0
3531,Internet 100Mbit/s 1:5 (per maand),Connectivity,1.0
3532,Internet Access 200Mbit/s 1:5 (per maand),Connectivity,1.0
3533,Internet 50Mbit/s 1:5 (per rmaand),Connectivity,1.0
3534,Verbinding VDSL2 (per maand),Connectivity,1.0
3535,Verbinding FttH 100Mbit/s (per maand),Connectivity,1.0
3536,ADSL Verbinding (per maand),Connectivity,1.0
3537,Internet Acces 500Mbit/s symmetrisch 1:25 (per maand),Connectivity,1.0
3538,Internet 100Mbit/s 1:5 (per maand),Connectivity,1.0
3539,Glasvezel 1Gbit/s symmetrisch 1:5 (per maand),Connectivity,1.0
3540,"Fiber Access GVE Economy 50 Mbit/s
Next Business Day 99,6% SLA, QoS 0",Connectivity,1.0
3541,"64 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity,1.0
3542,"4 IP adressen bij DSL
<netwerkadres>
<aansluitadres>",Connectivity,1.0
3543,"Fiber Access EuroFiber Lite 200 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity,1.0
3544,"Fiber Access ParkNed Lite 10 Mbit/s
Contractduur x tot xx/xx/xxxx
<aansluitadres>",Connectivity,1.0
3545,"VDSL EDPNET xx/x Mbits
Fix hardware replacement 4 uur
Contractduur 3 jaar tot xx/xx/xxxx
Contractnummer:
<aansluitadres>",Connectivity,1.0
3546,Extra Secure VoIP EVC KPN 2 Mbit/s,Connectivity,1.0
3547,"Managed router C887VAG-4G-GA-K9
Fix hardware replacement 4 uur
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:
*LET OP: Alleen t.b.v. PPG*",Connectivity,1.0
3548,"Managed router C881G-4G-GA-K9
FttX + 4G - Silver - Incl. Lifecycle
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:",Connectivity,1.0
3549,"Fiber Access Centric Max 50 Mbit/s
<aansluitadres>
Netwerk: <SMC of IIT>",Connectivity,1.0
3550,"Fiber Access Centric Max 200 Mbit/s
<aansluitadres>
Netwerk: <SMC of IIT>",Connectivity,1.0
3551,"Fiber Access Centric Max 500 Mbit/s
<aansluitadres>
Netwerk: <SMC of IIT>",Connectivity,1.0
3552,"<Glasvezel> EVC 200 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3553,"<Glasvezel> EVC 900 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity,1.0
3554,"Fiber Access Plus 100 Mbit/s
<aansluitadres>",Connectivity,1.0
3555,"Fiber Access Lite 20 Mbit/s
<aansluitadres>",Connectivity,1.0
