customerId,productId,rating,name,group,brand,customer
1918246.0,17506.0,1.0,"VoIP SIP 6 abonnement
inclusief telefoonnummer",Telecom Services,Signet,Pluimveehandel van Hunnik B.V.
1918246.0,17578.0,1.0,"1 telefoonnummer
<xxx-xxxxxxx>",Telecom Services,Signet,Pluimveehandel van Hunnik B.V.
1918642.0,31357.0,1.0,"VoIP SIP Onbeperkt bellen Europa
inclusief telefoonnummer",Telecom Services,Signet,Wijnen van Weert Interieurbouw
1918642.0,17578.0,1.0,"1 telefoonnummer
<xxx-xxxxxxx>",Telecom Services,Signet,Wijnen van Weert Interieurbouw
1918642.0,31789.0,1.0,"DSL 100/10 Mbit/s Best Effort SLA
<aansluitadres>",Connectivity Services,Signet,Wijnen van Weert Interieurbouw
1918837.0,18157.0,1.0,"8 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Rosenberg Ventilatoren BV
1918837.0,21808.0,1.0,"Extra Secure VoIP EuroFiber 5 Mbit/s
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Rosenberg Ventilatoren BV
1918837.0,17530.0,1.0,"VoIP SIP 15 abonnement
inclusief telefoonnummer",Telecom Services,Signet,Rosenberg Ventilatoren BV
1918837.0,61780.0,1.0,"Fiber Access EuroFiber Business 100 Mbit/s
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Rosenberg Ventilatoren BV
1918837.0,17581.0,1.0,"10 telefoonnummers
<xxx-xxxxxxx t/m xxx-xxxxxxx>",Telecom Services,Signet,Rosenberg Ventilatoren BV
1918837.0,31807.0,1.0,"Infrastructuur <Glasvezel> x Gbit/s
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Rosenberg Ventilatoren BV
1918837.0,31825.0,1.0,"<Glasvezel> EVC 100 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Rosenberg Ventilatoren BV
1918837.0,17482.0,1.0,-,Connectivity Services,Signet,Rosenberg Ventilatoren BV
1918837.0,31846.0,1.0,"<Glasvezel> EVC 5 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Rosenberg Ventilatoren BV
1918873.0,22195.0,1.0,"Fiber Access Glasnet Veghel Lite 2 Mbit/s
<aansluitadres>",Connectivity Services,Signet,Van Leiden Interieur BV
1918873.0,57253.0,1.0,"Glasnet Veghel EVC 50 Mbit/s
<aansluitadres>",Connectivity Services,Signet,Van Leiden Interieur BV
1918873.0,18154.0,1.0,"4 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Van Leiden Interieur BV
1918873.0,17524.0,1.0,"VoIP SIP 4 abonnement
inclusief telefoonnummer",Telecom Services,Signet,Van Leiden Interieur BV
1918873.0,17578.0,1.0,"1 telefoonnummer
<xxx-xxxxxxx>",Telecom Services,Signet,Van Leiden Interieur BV
1918906.0,17677.0,1.0,"24/7 Storingsdienst
t.b.v. <dienst/glasvezelleverancier>
<aansluitadres>",?,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,21889.0,1.0,"Fiber Access EuroFiber Lite 500 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,61759.0,1.0,"Infrastructuur via Eurofiber
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,21913.0,1.0,"Fiber Access EuroFiber Accor Lite 100 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,21886.0,1.0,"Fiber Access EuroFiber Lite 400 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,21883.0,1.0,"Fiber Access EuroFiber Lite 300 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,18160.0,1.0,"16 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,18184.0,1.0,"IPv6 adressen
2001:4cb8:xxx::/xx",Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,62074.0,1.0,"Fiber Access Business 900 Mbit/s
<aansluitadres>",Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,17482.0,1.0,-,Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,21901.0,1.0,"Fiber Access EuroFiber Lite 900 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,21880.0,1.0,"Fiber Access EuroFiber Lite 200 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1918906.0,21874.0,1.0,"Fiber Access EuroFiber Lite 100 Mbit/s
Contractduur <xx> jaar tot <xx/xx/xxxx>
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Accor Hotels Services Netherlands B.V.
1919197.0,18157.0,1.0,"8 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Van der Linden Groep BV
1919197.0,22225.0,1.0,"Fiber Access Glasnet Veghel Lite 50 Mbit/s
<aansluitadres>",Connectivity Services,Signet,Van der Linden Groep BV
1919197.0,57253.0,1.0,"Glasnet Veghel EVC 50 Mbit/s
<aansluitadres>",Connectivity Services,Signet,Van der Linden Groep BV
1919359.0,18157.0,1.0,"8 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,J.G. van Dooren B.V. 
1919359.0,21583.0,1.0,"Fiber Access EuroFiber Basic 50 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,J.G. van Dooren B.V. 
1919359.0,61759.0,1.0,"Infrastructuur via Eurofiber
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,J.G. van Dooren B.V. 
1919542.0,18157.0,1.0,"8 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Stichting Zonnehuis Vlaardingen
1919542.0,21217.0,1.0,"Darkfiber
A-zijde:
B-zijde:",Connectivity Services,Signet,Stichting Zonnehuis Vlaardingen
1919542.0,21778.0,1.0,"Fiber Access EuroFiber Max 1000 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Stichting Zonnehuis Vlaardingen
1919542.0,31807.0,1.0,"Infrastructuur <Glasvezel> x Gbit/s
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Stichting Zonnehuis Vlaardingen
1919542.0,17482.0,1.0,-,Connectivity Services,Signet,Stichting Zonnehuis Vlaardingen
1919542.0,31840.0,1.0,"<Glasvezel> EVC 1000 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Stichting Zonnehuis Vlaardingen
1919554.0,17677.0,1.0,"24/7 Storingsdienst
t.b.v. <dienst/glasvezelleverancier>
<aansluitadres>",?,Signet,Fioretticollege
1919554.0,18157.0,1.0,"8 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Fioretticollege
1919554.0,21223.0,1.0,"Fiber Access Datacenter Son Lite 1000 Mbit/s
<aansluitadres klant>",Connectivity Services,Signet,Fioretticollege
1919554.0,21487.0,1.0,verkoop kosten,?,Signet,Fioretticollege
1919554.0,31354.0,1.0,"VoIP SIP Onbeperkt bellen Nederland
inclusief telefoonnummer",Telecom Services,Signet,Fioretticollege
1919554.0,18154.0,1.0,"4 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Fioretticollege
1919554.0,17578.0,1.0,"1 telefoonnummer
<xxx-xxxxxxx>",Telecom Services,Signet,Fioretticollege
1919554.0,17581.0,1.0,"10 telefoonnummers
<xxx-xxxxxxx t/m xxx-xxxxxxx>",Telecom Services,Signet,Fioretticollege
1919680.0,17515.0,1.0,"Gratis Demonstratie VoIP SIP 2 abonnement
inclusief telefoonnummer",Telecom Services,Signet,Com4 Information Technology BV
1919962.0,17677.0,1.0,"24/7 Storingsdienst
t.b.v. <dienst/glasvezelleverancier>
<aansluitadres>",?,Signet,vanderValk + de Groot B.V.
1919962.0,18157.0,1.0,"8 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,vanderValk + de Groot B.V.
1919962.0,18154.0,1.0,"4 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,vanderValk + de Groot B.V.
1919962.0,29629.0,1.0,Fiber Access BoekelNet Lite 200 Mbit/s,Connectivity Services,Signet,vanderValk + de Groot B.V.
1919962.0,31822.0,1.0,"<Glasvezel> EVC 200 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,vanderValk + de Groot B.V.
1919962.0,31882.0,1.0,"Fiber Access Basic 200 Mbit/s
<aansluitadres>",Connectivity Services,Signet,vanderValk + de Groot B.V.
1919962.0,18184.0,1.0,"IPv6 adressen
2001:4cb8:xxx::/xx",Connectivity Services,Signet,vanderValk + de Groot B.V.
1919962.0,31807.0,1.0,"Infrastructuur <Glasvezel> x Gbit/s
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,vanderValk + de Groot B.V.
1920094.0,20251.0,1.0,PC Back-up Online 250 GB,Webhosting Services,Signet,PWB Inspectie en Agenturen B.V.
1920181.0,20314.0,1.0,Server Back-up Online 100 GB,Webhosting Services,Signet,Bouwbedrijf Hofman Maasdijk B.V.
1920181.0,20302.0,1.0,E-mail brick level back-up,E-mail Services,Signet,Bouwbedrijf Hofman Maasdijk B.V.
1920730.0,18157.0,1.0,"8 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Streekarchief Midden-Holland
1920730.0,31354.0,1.0,"VoIP SIP Onbeperkt bellen Nederland
inclusief telefoonnummer",Telecom Services,Signet,Streekarchief Midden-Holland
1920730.0,17578.0,1.0,"1 telefoonnummer
<xxx-xxxxxxx>",Telecom Services,Signet,Streekarchief Midden-Holland
1920730.0,17581.0,1.0,"10 telefoonnummers
<xxx-xxxxxxx t/m xxx-xxxxxxx>",Telecom Services,Signet,Streekarchief Midden-Holland
1920730.0,18184.0,1.0,"IPv6 adressen
2001:4cb8:xxx::/xx",Connectivity Services,Signet,Streekarchief Midden-Holland
1920730.0,25693.0,1.0,"Infrastructuur Rekam <bedrijventerrein>
<aansluitadres>",Connectivity Services,Signet,Streekarchief Midden-Holland
1920730.0,17482.0,1.0,-,Connectivity Services,Signet,Streekarchief Midden-Holland
1920730.0,25864.0,1.0,Fiber Access Rekam Basic 200 Mbit/s,Connectivity Services,Signet,Streekarchief Midden-Holland
1920754.0,20983.0,1.0,"8 IP adressen bij DSL
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Van Lankveld Logistics B.V.
1920754.0,17578.0,1.0,"1 telefoonnummer
<xxx-xxxxxxx>",Telecom Services,Signet,Van Lankveld Logistics B.V.
1920754.0,23152.0,1.0,KPN/BBned ADSL eco 8M/1M 95%,Connectivity Services,Signet,Van Lankveld Logistics B.V.
1920754.0,17527.0,1.0,"VoIP SIP 8 abonnement
inclusief telefoonnummer",Telecom Services,Signet,Van Lankveld Logistics B.V.
1920826.0,23152.0,1.0,KPN/BBned ADSL eco 8M/1M 95%,Connectivity Services,Signet,Wijnfort
1920985.0,17515.0,1.0,"Gratis Demonstratie VoIP SIP 2 abonnement
inclusief telefoonnummer",Telecom Services,Signet,Balans Automatisering (VOF)
1921063.0,18157.0,1.0,"8 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Mainteq Europe B.V.
1921063.0,31357.0,1.0,"VoIP SIP Onbeperkt bellen Europa
inclusief telefoonnummer",Telecom Services,Signet,Mainteq Europe B.V.
1921063.0,27151.0,1.0,"Infrastructuur KPN 1 Gbit/s
EUA: WOS02
<aansluitadres>",Connectivity Services,Signet,Mainteq Europe B.V.
1921063.0,32089.0,1.0,"Secure VoIP 4/5 Mbit/s
<aansluitadres>",?,Signet,Mainteq Europe B.V.
1921063.0,62065.0,1.0,"Fiber Access Business 100 Mbit/s
<aansluitadres>",Connectivity Services,Signet,Mainteq Europe B.V.
1921063.0,17584.0,1.0,"100 telefoonnummers
<xxx-xxxxxxx t/m xxx-xxxxxxx>",Telecom Services,Signet,Mainteq Europe B.V.
1921063.0,27154.0,1.0,"KPN EVC xx Mbit/s
EVC: WOS05
<aansluitadres>",Connectivity Services,Signet,Mainteq Europe B.V.
1921063.0,17482.0,1.0,-,Connectivity Services,Signet,Mainteq Europe B.V.
1921501.0,18157.0,1.0,"8 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Nijhuis Bouw BV
1921501.0,21658.0,1.0,"Fiber Access EuroFiber Plus 50 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Nijhuis Bouw BV
1921501.0,18184.0,1.0,"IPv6 adressen
2001:4cb8:xxx::/xx",Connectivity Services,Signet,Nijhuis Bouw BV
1921591.0,17578.0,1.0,"1 telefoonnummer
<xxx-xxxxxxx>",Telecom Services,Signet,Darts Bond Midden Nederland
1921591.0,17518.0,1.0,"VoIP SIP 1 abonnement
inclusief telefoonnummer",Telecom Services,Signet,Darts Bond Midden Nederland
1921744.0,18157.0,1.0,"8 IP adressen bij Fiber pakket
pppoe:
<netwerkadres>
<aansluitadres>",Connectivity Services,Signet,Live Nation Venues Netherlands BV
1921744.0,21808.0,1.0,"Extra Secure VoIP EuroFiber 5 Mbit/s
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Live Nation Venues Netherlands BV
1921744.0,31828.0,1.0,"<Glasvezel> EVC 500 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Live Nation Venues Netherlands BV
1921744.0,32419.0,1.0,"4G EU 100 GB
SIM Kaart:
Telefoonnummer: 097-",Connectivity Services,Signet,Live Nation Venues Netherlands BV
1921744.0,17668.0,1.0,"Fiber Care <per managed router>
<aansluitadres>",Connectivity Services,Signet,Live Nation Venues Netherlands BV
1921744.0,17536.0,1.0,"VoIP SIP 30 abonnement
inclusief telefoonnummer",Telecom Services,Signet,Live Nation Venues Netherlands BV
1921744.0,21751.0,1.0,"Fiber Access EuroFiber Max 100 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Live Nation Venues Netherlands BV
1921744.0,27694.0,1.0,"Managed router C881G-4G-GA-K9
FttX + 4G - Gold - Incl. Lifecycle
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:",Connectivity Services,Signet,Live Nation Venues Netherlands BV
1921744.0,31816.0,1.0,"<Glasvezel> EVC 20 Mbit/s Premium of Basic
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Live Nation Venues Netherlands BV
1921744.0,27742.0,1.0,"Managed Router Cisco 881 Gold
Contractduur 3 jaar tot xx/xx/xxxx
Serienummer:
MAC-adres:",Managed Networking,Signet,Live Nation Venues Netherlands BV
1921744.0,21727.0,1.0,"Fiber Access EuroFiber Max 20 Mbit/s
Contractduur x jaar tot xx/xx/20xx
Projectnummer:
<aansluitadres>",Connectivity Services,Signet,Live Nation Venues Netherlands BV
1921744.0,18184.0,1.0,"IPv6 adressen
2001:4cb8:xxx::/xx",Connectivity Services,Signet,Live Nation Venues Netherlands BV
1921744.0,17584.0,1.0,"100 telefoonnummers
<xxx-xxxxxxx t/m xxx-xxxxxxx>",Telecom Services,Signet,Live Nation Venues Netherlands BV
